,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,Reactome_2022,Signal Transduction R-HSA-162582,27/2465,1.990283636696552e-06,0.0006408713310162898,0,0,3.337097960453735,43.806863800137926,RGS16;LEF1;C5AR1;CXCR4;HOXC13;RGS4;WNT11;HEY1;GPER1;DUSP4;DUSP5;NOG;SMAD9;SMAD6;ETV4;EREG;BTC;GREM2;ALDH1A3;ID2;ID1;FGF18;GNB4;ID3;PDE7B;LGR6;FGFR3
1,Reactome_2022,Signaling By BMP R-HSA-201451,4/27,4.948314535021062e-06,0.000796678640138391,0,0,42.70960815888352,521.760370767157,GREM2;NOG;SMAD9;SMAD6
2,Reactome_2022,Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,4/61,0.00013182493688429278,0.0141492098922474,0,0,17.204245180853366,153.70334152042358,DUSP4;ID2;ID1;ID3
3,Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,9/496,0.00025565014005980556,0.0165442434046822,0,0,4.724197557548903,39.07714818976888,DUSP4;BTC;ID2;ID1;FGF18;ID3;HOXC13;FGFR3;EREG
4,Reactome_2022,RUNX2 Regulates Bone Development R-HSA-8941326,3/31,0.00030555948951030155,0.0165442434046822,0,0,25.984756097560975,210.3041433362322,HEY1;SP7;SMAD6
5,Reactome_2022,Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,4/78,0.0003411047906986563,0.0165442434046822,0,0,13.240573907240574,105.70374939256924,BTC;FGF18;FGFR3;EREG
6,Reactome_2022,FGFR3b Ligand Binding And Activation R-HSA-190371,2/7,0.0003697031807093683,0.0165442434046822,0,0,95.95180722891568,758.2889101853033,FGF18;FGFR3
7,Reactome_2022,MAPK Family Signaling Cascades R-HSA-5683057,7/318,0.00041103710322191984,0.0165442434046822,0,0,5.657020364415863,44.106809524492135,DUSP4;BTC;DUSP5;FGF18;ETV4;FGFR3;EREG
8,Reactome_2022,Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303,2/8,0.0004915767701450155,0.0175875244429661,0,0,79.95582329317268,609.0948613959647,BTC;EREG
9,Reactome_2022,NGF-stimulated Transcription R-HSA-9031628,3/39,0.0006062085410965901,0.0176016160103212,0,0,20.202235772357724,149.66395062037878,ID2;ID1;ID3
10,Reactome_2022,EGFR Interacts With Phospholipase C-gamma R-HSA-212718,2/9,0.000630282836882989,0.0176016160103212,0,0,68.53012048192771,505.02188772388456,BTC;EREG
11,Reactome_2022,PI3K Events In ERBB4 Signaling R-HSA-1250342,2/10,0.0007856794992100311,0.0176016160103212,0,0,59.96084337349398,428.6577674110207,BTC;EREG
12,Reactome_2022,RAF/MAP Kinase Cascade R-HSA-5673001,6/271,0.0010466875394049,0.0176016160103212,0,0,5.631717219966563,38.645546547143645,DUSP4;BTC;DUSP5;FGF18;FGFR3;EREG
13,Reactome_2022,PI3K/AKT Signaling In Cancer R-HSA-2219528,4/105,0.0010479929742907,0.0176016160103212,0,0,9.68781322576702,66.46690847509585,BTC;FGF18;FGFR3;EREG
14,Reactome_2022,G Alpha (Z) Signaling Events R-HSA-418597,3/47,0.0010495709497719,0.0176016160103212,0,0,16.522450110864746,113.33366169282206,RGS4;RGS16;GNB4
15,Reactome_2022,"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",4/106,0.0010855972471686,0.0176016160103212,0,0,9.592350520455096,65.47378737937122,BTC;FGF18;FGFR3;EREG
16,Reactome_2022,FGFR3 Mutant Receptor Activation R-HSA-2033514,2/12,0.0011459814528415,0.0176016160103212,0,0,47.963855421686745,324.78695177413965,FGF18;FGFR3
17,Reactome_2022,GRB2 Events In EGFR Signaling R-HSA-179812,2/12,0.0011459814528415,0.0176016160103212,0,0,47.963855421686745,324.78695177413965,BTC;EREG
18,Reactome_2022,MAPK1/MAPK3 Signaling R-HSA-5684996,6/277,0.0011712552566649,0.0176016160103212,0,0,5.505348218039142,37.15933455612382,DUSP4;BTC;DUSP5;FGF18;FGFR3;EREG
19,Reactome_2022,FGFR3 Ligand Binding And Activation R-HSA-190239,2/13,0.0013506073370488,0.0176016160103212,0,0,43.6013143483023,288.08264376961074,FGF18;FGFR3
20,Reactome_2022,Phospholipase C-mediated Cascade; FGFR3 R-HSA-5654227,2/13,0.0013506073370488,0.0176016160103212,0,0,43.6013143483023,288.08264376961074,FGF18;FGFR3
21,Reactome_2022,SHC1 Events In EGFR Signaling R-HSA-180336,2/13,0.0013506073370488,0.0176016160103212,0,0,43.6013143483023,288.08264376961074,BTC;EREG
22,Reactome_2022,SHC1 Events In ERBB4 Signaling R-HSA-1250347,2/13,0.0013506073370488,0.0176016160103212,0,0,43.6013143483023,288.08264376961074,BTC;EREG
23,Reactome_2022,ERBB2 Activates PTK6 Signaling R-HSA-8847993,2/13,0.0013506073370488,0.0176016160103212,0,0,43.6013143483023,288.08264376961074,BTC;EREG
24,Reactome_2022,Negative Regulation Of PI3K/AKT Network R-HSA-199418,4/113,0.0013757894947207,0.0176016160103212,0,0,8.973156642881413,59.12168424578754,BTC;FGF18;FGFR3;EREG
25,Reactome_2022,Signaling By NTRK1 (TRKA) R-HSA-187037,4/114,0.0014212484977278,0.0176016160103212,0,0,8.891133557800224,58.292223830313674,DUSP4;ID2;ID1;ID3
26,Reactome_2022,Signaling By TGFB Family Members R-HSA-9006936,4/119,0.0016643709168974,0.0198491642681846,0,0,8.502415458937199,54.40107331476082,GREM2;NOG;SMAD9;SMAD6
27,Reactome_2022,GRB2 Events In ERBB2 Signaling R-HSA-1963640,2/15,0.0018081168721341,0.0200763321664546,0,0,36.889712696941615,232.97585087988176,BTC;EREG
28,Reactome_2022,ERBB2 Regulates Cell Motility R-HSA-6785631,2/15,0.0018081168721341,0.0200763321664546,0,0,36.889712696941615,232.97585087988176,BTC;EREG
29,Reactome_2022,PI3K Events In ERBB2 Signaling R-HSA-1963642,2/16,0.0020607262735191,0.0207360581272862,0,0,34.25301204819277,211.8444939484582,BTC;EREG
30,Reactome_2022,Gap Junction Assembly R-HSA-190861,2/16,0.0020607262735191,0.0207360581272862,0,0,34.25301204819277,211.8444939484582,GJB2;GJA3
31,Reactome_2022,Early Phase Of HIV Life Cycle R-HSA-162594,2/16,0.0020607262735191,0.0207360581272862,0,0,34.25301204819277,211.8444939484582,HMGA1;CXCR4
32,Reactome_2022,G Alpha (I) Signaling Events R-HSA-418594,6/312,0.0021396472492403,0.0208321240584129,0,0,4.866964507321916,29.91778712220113,RGS4;RGS16;GPER1;C5AR1;GNB4;CXCR4
33,Reactome_2022,Ca2+ Pathway R-HSA-4086398,3/61,0.0022320907157236,0.0208321240584129,0,0,12.525441547518923,76.46552338196585,WNT11;LEF1;GNB4
34,Reactome_2022,GAB1 Signalosome R-HSA-180292,2/17,0.0023290573481455,0.0208321240584129,0,0,31.967871485943775,193.7985608530978,BTC;EREG
35,Reactome_2022,SHC-mediated cascade:FGFR3 R-HSA-5654704,2/17,0.0023290573481455,0.0208321240584129,0,0,31.967871485943775,193.7985608530978,FGF18;FGFR3
36,Reactome_2022,Signaling By NTRKs R-HSA-166520,4/132,0.0024291562816064,0.0211402249372236,0,0,7.633873456790123,45.95753117967291,DUSP4;ID2;ID1;ID3
37,Reactome_2022,PI-3K cascade:FGFR3 R-HSA-5654710,2/18,0.0026129750907771,0.0221415257692169,0,0,29.968373493975903,178.2298835204112,FGF18;FGFR3
38,Reactome_2022,FRS-mediated FGFR3 Signaling R-HSA-5654706,2/19,0.0029123453344535,0.0240455178895906,0,0,28.204110559886605,164.67806387147755,FGF18;FGFR3
39,Reactome_2022,Signaling By Interleukins R-HSA-449147,7/453,0.003156193597187,0.0254073584573557,0,0,3.917529032999885,22.55865427032533,DUSP4;IL11;HCK;CSF1R;IL1RN;SERPINB2;HOXC13
40,Reactome_2022,SHC1 Events In ERBB2 Signaling R-HSA-1250196,2/21,0.0035569108315587,0.0266354718084165,0,0,25.23272035510463,142.28384953520063,BTC;EREG
41,Reactome_2022,Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686,2/21,0.0035569108315587,0.0266354718084165,0,0,25.23272035510463,142.28384953520063,BTC;EREG
42,Reactome_2022,Signaling By FGFR3 In Disease R-HSA-5655332,2/21,0.0035569108315587,0.0266354718084165,0,0,25.23272035510463,142.28384953520063,FGF18;FGFR3
43,Reactome_2022,Extra-nuclear Estrogen Signaling R-HSA-9009391,3/73,0.0037189127027277,0.0272156793245077,0,0,10.371951219512194,58.02405498728304,BTC;GNB4;EREG
44,Reactome_2022,RAF-independent MAPK1/3 Activation R-HSA-112409,2/23,0.004261697129685,0.0298580711728648,0,0,22.82730923694779,124.5934582992268,DUSP4;DUSP5
45,Reactome_2022,RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973,2/24,0.0046363464554137,0.0298580711728648,0,0,21.788608981380065,117.0882506378019,HEY1;SP7
