,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),35/176,4.190017120245954e-12,1.2192949819915726e-08,0,0,4.7023274398162025,123.19306159578372,VIT;ECM2;HPSE2;COL14A1;ELN;COL11A1;DPT;NOXO1;NDNF;NID2;ADAMTS15;ADAMTS5;FLRT2;ADAMTS1;SPOCK2;ADAMTS17;ADAMTS8;ADAMTS9;GPM6B;COL28A1;POSTN;COL24A1;MMP2;COL23A1;KIF9;COL3A1;MMP13;COL8A2;TLL1;COL9A2;TGFBI;GAS6;MATN4;RECK;MATN2
1,GO_Biological_Process_2023,Extracellular Structure Organization (GO:0043062),26/109,3.4516841196982807e-11,4.1730569770688395e-08,0,0,5.899025814123894,142.10501746361004,VIT;ECM2;HPSE2;COL14A1;COL11A1;NDNF;ADAMTS15;ADAMTS5;ADAMTS1;SPOCK2;ADAMTS17;ADAMTS8;ADAMTS9;COL28A1;POSTN;COL24A1;MMP2;COL23A1;COL3A1;MMP13;COL8A2;COL9A2;TGFBI;MATN4;RECK;MATN2
2,GO_Biological_Process_2023,External Encapsulating Structure Organization (GO:0045229),26/110,4.302120594916329e-11,4.1730569770688395e-08,0,0,5.828490718321227,139.12215646853718,VIT;ECM2;HPSE2;COL14A1;COL11A1;NDNF;ADAMTS15;ADAMTS5;ADAMTS1;SPOCK2;ADAMTS17;ADAMTS8;ADAMTS9;COL28A1;POSTN;COL24A1;MMP2;COL23A1;COL3A1;MMP13;COL8A2;COL9A2;TGFBI;MATN4;RECK;MATN2
3,GO_Biological_Process_2023,Negative Regulation Of Chemotaxis (GO:0050922),11/31,2.074070020163347e-07,0.0001508885939668835,0,0,10.238752455795678,157.55988973806464,ROBO2;SEMA5A;SEMA6B;SEMA6C;SEMA3C;SEMA4D;SEMA3D;SEMA3F;SLIT2;SEMA4G;ROBO1
4,GO_Biological_Process_2023,Neuron Projection Guidance (GO:0097485),22/124,3.3083810807779556e-07,0.00019254777890127705,0,0,4.041493856728391,60.305702977302694,EPHB6;SEMA5A;SEMA6B;ROBO2;SEMA6C;EPHA7;SEMA3C;SEMA4D;SEMA3D;SEMA3F;SEMA4G;NTN3;EFNA1;RPS6KA5;CXCL12;EFNA2;KIF5A;PRKCQ;EMB;SLIT2;EPHB3;PLXNA3
5,GO_Biological_Process_2023,Negative Chemotaxis (GO:0050919),10/31,2.0491941157187055e-06,0.000734265695455886,0,0,8.855553997850366,115.99061263308438,SEMA6B;SEMA6C;EPHA7;SEMA3C;SEMA4D;SEMA3D;SEMA3F;SLIT2;SEMA4G;ROBO1
6,GO_Biological_Process_2023,Positive Regulation Of Bone Mineralization (GO:0030501),11/38,2.114662589864369e-06,0.000734265695455886,0,0,7.581459652186568,99.06401661308033,FBN2;TFAP2A;BMP4;OSR2;MEF2C;PKDCC;PTN;SLC8A1;GPM6B;ACVR2A;BMP6
7,GO_Biological_Process_2023,Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843),8/19,2.172315022895239e-06,0.000734265695455886,0,0,13.505475914878462,176.1075856123303,SEMA5A;SEMA6B;SEMA6C;SEMA3C;SEMA4D;SEMA3D;SEMA3F;SEMA4G
8,GO_Biological_Process_2023,Axon Guidance (GO:0007411),23/149,2.270924831306864e-06,0.000734265695455886,0,0,3.4194436555271546,44.436776133767005,EPHB6;SEMA5A;SEMA6B;ROBO2;SEMA6C;EPHA7;SEMA3C;SEMA4D;SEMA3D;SEMA3F;SEMA4G;NTN3;EFNA1;RPS6KA5;CXCL12;EFNA2;KIF5A;PRKCQ;EMB;SLIT2;EPHB3;PLXNA3;RNF165
9,GO_Biological_Process_2023,Positive Regulation Of Ossification (GO:0045778),11/41,4.816981454919223e-06,0.0014017416033814,0,0,6.822233136869679,83.52707731278757,FBN2;TFAP2A;BMP4;OSR2;MEF2C;PKDCC;PTN;SLC8A1;GPM6B;ACVR2A;BMP6
10,GO_Biological_Process_2023,Positive Regulation Of Biomineral Tissue Development (GO:0070169),11/43,7.977895587700383e-06,0.0021105160145643,0,0,6.395168222003929,75.07183026044417,FBN2;TFAP2A;BMP4;OSR2;MEF2C;PKDCC;PTN;SLC8A1;GPM6B;ACVR2A;BMP6
11,GO_Biological_Process_2023,Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841),8/23,1.171861160120052e-05,0.0027202990449108,0,0,9.90192621612798,112.42976012234531,SEMA5A;SEMA6B;SEMA6C;SEMA3C;SEMA4D;SEMA3D;SEMA3F;SEMA4G
