gene_id	symbol
CHM13_G0009393	TEX54
CHM13_G0009394	WDR74
CHM13_G0009395	RNU2-2P
CHM13_G0009396	SNHG1
CHM13_G0009397	SNORD22
CHM13_G0009398	SNORD30
CHM13_G0009399	SNORD22
CHM13_G0009400	SNORD28
CHM13_G0009401	SNORD27
CHM13_G0009402	SNORD26
CHM13_G0009403	SNORD25
CHM13_G0009404	SLC3A2
CHM13_G0009405	CHRM1
CHM13_G0009406	AP000438.1
CHM13_G0009407	RN7SL259P
CHM13_G0009408	SLC22A6
CHM13_G0009409	AP000438.2
CHM13_G0009410	SLC22A8
CHM13_G0009411	AP001858.2
CHM13_G0009412	AP001858.1
CHM13_G0009413	SLC22A24
CHM13_G0009414	RPL29P22
CHM13_G0009415	SLC22A10
CHM13_G0009416	SLC22A25
CHM13_G0009417	AP001880.2
CHM13_G0009418	CCND2P1
CHM13_G0009419	AP001880.1
CHM13_G0009420	SLC22A9
CHM13_G0009421	PLAAT5
CHM13_G0009422	AP000484.1
CHM13_G0009423	AP001591.1
CHM13_G0009424	LGALS12
CHM13_G0009425	PLAAT4
CHM13_G0009426	PLAAT2
CHM13_G0009427	PLAAT3
CHM13_G0009428	AP000753.1
CHM13_G0009429	MSTRG.998
CHM13_G0009430	IMMP1LP1
CHM13_G0009431	AP000753.2
CHM13_G0009432	RTN3
CHM13_G0009433	AP000753.3
CHM13_G0009434	C11orf95
CHM13_G0009435	RN7SL596P
CHM13_G0009436	SPINDOC
CHM13_G0009437	AP006289.1
CHM13_G0009438	MARK2
CHM13_G0009439	RNU6-1306P
CHM13_G0009440	RCOR2
CHM13_G0009441	NAA40
CHM13_G0009442	RNU6-45P
CHM13_G0009443	COX8A
CHM13_G0009444	AP000721.1
CHM13_G0009445	OTUB1
CHM13_G0009446	MACROD1
CHM13_G0009447	AP000721.2
CHM13_G0009448	AP006333.2
CHM13_G0009449	FLRT1
CHM13_G0009450	AP006333.1
CHM13_G0009451	STIP1
CHM13_G0009452	FERMT3
CHM13_G0009453	TRPT1
CHM13_G0009454	NUDT22
CHM13_G0009455	AP001453.2
CHM13_G0009456	DNAJC4
CHM13_G0009457	VEGFB
CHM13_G0009458	FKBP2
CHM13_G0009459	AP001453.4
CHM13_G0009460	PPP1R14B
CHM13_G0009461	PPP1R14B-AS1
CHM13_G0009462	AP001453.3
CHM13_G0009463	MSTRG.1003
CHM13_G0009464	BAD
CHM13_G0009465	GPR137
CHM13_G0009466	KCNK4
CHM13_G0009467	KCNK4-TEX40
CHM13_G0009468	AP001453.1
CHM13_G0009469	CATSPERZ
CHM13_G0009470	ESRRA
CHM13_G0009471	TRMT112
CHM13_G0009472	PRDX5
CHM13_G0009473	AP003774.2
CHM13_G0009474	CCDC88B
CHM13_G0009475	MIR7155
CHM13_G0009476	RPS6KA4
CHM13_G0009477	MIR1237
CHM13_G0009478	LINC02723
CHM13_G0009479	AP003774.1
CHM13_G0009480	LINC02724
CHM13_G0009481	AP005273.2
CHM13_G0009482	AP005273.1
CHM13_G0009483	AP006288.1
CHM13_G0009484	SLC22A11
CHM13_G0009485	SLC22A12
CHM13_G0009486	NRXN2
CHM13_G0009487	NRXN2-AS1
CHM13_G0009488	RASGRP2
CHM13_G0009489	PYGM
CHM13_G0009490	SF1
CHM13_G0009491	AP001462.1
CHM13_G0009492	MAP4K2
CHM13_G0009493	MEN1
CHM13_G0009494	CDC42BPG
CHM13_G0009495	EHD1
CHM13_G0009496	AP001187.1
CHM13_G0009497	MIR194-2HG
CHM13_G0009498	MIR192
CHM13_G0009499	MIR194-2
CHM13_G0009500	MSTRG.1007
CHM13_G0009501	MIR6750
CHM13_G0009502	MIR6749
CHM13_G0009503	PPP2R5B
CHM13_G0009504	GPHA2
CHM13_G0009505	MAJIN
CHM13_G0009506	BATF2
CHM13_G0009507	ARL2
CHM13_G0009508	ARL2-SNX15
CHM13_G0009509	MIR6879
CHM13_G0009510	AP000436.1
CHM13_G0009511	SNX15
CHM13_G0009512	SAC3D1
CHM13_G0009513	NAALADL1
CHM13_G0009514	CDCA5
CHM13_G0009515	ZFPL1
CHM13_G0009516	TMEM262
CHM13_G0009517	VPS51
CHM13_G0009518	AP003068.1
CHM13_G0009519	TM7SF2
CHM13_G0009520	ZNHIT2
CHM13_G0009521	AP003068.3
CHM13_G0009522	AP003068.4
CHM13_G0009523	FAU
CHM13_G0009524	SYVN1
CHM13_G0009525	MRPL49
CHM13_G0009526	MIR6751
CHM13_G0009527	HIGD1AP10
CHM13_G0009528	RNU2-23P
CHM13_G0009529	PDCL2P2
CHM13_G0009530	SPDYC
CHM13_G0009531	PGAM1P8
CHM13_G0009532	AP003068.2
CHM13_G0009533	CAPN1
CHM13_G0009534	SLC22A20P
CHM13_G0009535	AP000944.6
CHM13_G0009536	POLA2
CHM13_G0009537	AP000944.5
CHM13_G0009538	AP000944.7
CHM13_G0009539	CDC42EP2
CHM13_G0009540	DPF2
CHM13_G0009541	TIGD3
CHM13_G0009542	AP000944.1
CHM13_G0009543	SLC25A45
CHM13_G0009544	FRMD8
CHM13_G0009545	NEAT1
CHM13_G0009546	AP000944.4
CHM13_G0009547	AP000944.3
CHM13_G0009548	AP000944.2
CHM13_G0009549	MIR612
CHM13_G0009550	AP000769.4
CHM13_G0009551	AP000769.1
CHM13_G0009552	LINC02736
CHM13_G0009553	AP000769.6
CHM13_G0009554	MALAT1
CHM13_G0009555	AP000769.2
CHM13_G0009556	AP000769.5
CHM13_G0009557	AP000769.3
CHM13_G0009558	SNRPGP19
CHM13_G0009559	SCYL1
CHM13_G0009560	LTBP3
CHM13_G0009561	AP001362.1
CHM13_G0009562	ZNRD2-AS1
CHM13_G0009563	ZNRD2
CHM13_G0009564	FAM89B
CHM13_G0009565	EHBP1L1
CHM13_G0009566	KCNK7
CHM13_G0009567	MAP3K11
CHM13_G0009568	PCNX3
CHM13_G0009569	MIR4690
CHM13_G0009570	SIPA1
CHM13_G0009571	MIR4489
CHM13_G0009572	RELA
CHM13_G0009573	RELA-DT
CHM13_G0009574	RN7SL309P
CHM13_G0009575	KAT5
CHM13_G0009576	RNASEH2C
CHM13_G0009577	KRT8P26
CHM13_G0009578	AP001266.2
CHM13_G0009579	AP5B1
CHM13_G0009580	OVOL1
CHM13_G0009581	OVOL1-AS1
CHM13_G0009582	AP001266.1
CHM13_G0009583	CFL1
CHM13_G0009584	SNX32
CHM13_G0009585	MUS81
CHM13_G0009586	EFEMP2
CHM13_G0009587	CTSW
CHM13_G0009588	FIBP
CHM13_G0009589	CCDC85B
CHM13_G0009590	FOSL1
CHM13_G0009591	C11orf68
CHM13_G0009592	DRAP1
CHM13_G0009593	TSGA10IP
CHM13_G0009594	SART1
CHM13_G0009595	AP006287.1
CHM13_G0009596	EIF1AD
CHM13_G0009597	BANF1
CHM13_G0009598	CST6
CHM13_G0009599	CATSPER1
CHM13_G0009600	GAL3ST3
CHM13_G0009601	AP006287.3
CHM13_G0009602	SF3B2
CHM13_G0009603	AP006287.2
CHM13_G0009604	PACS1
CHM13_G0009605	AP000759.1
CHM13_G0009606	KLC2
CHM13_G0009607	AP001107.4
CHM13_G0009608	AP001107.8
CHM13_G0009609	AP001107.7
CHM13_G0009610	RAB1B
CHM13_G0009611	AP001107.1
CHM13_G0009612	AP001107.2
CHM13_G0009613	CNIH2
CHM13_G0009614	YIF1A
CHM13_G0009615	TMEM151A
CHM13_G0009616	AP001107.3
CHM13_G0009617	CD248
CHM13_G0009618	RIN1
CHM13_G0009619	AP001107.6
CHM13_G0009620	BRMS1
CHM13_G0009621	B4GAT1
CHM13_G0009622	AP001107.9
CHM13_G0009623	SLC29A2
CHM13_G0009624	AP001107.10
CHM13_G0009625	BRD9P1
CHM13_G0009626	RNU1-84P
LOFF_G0000426	AC138207.7
CHM13_G0009627	AP001107.5
CHM13_G0009628	NPAS4
CHM13_G0009629	AP002748.1
CHM13_G0009630	MRPL11
CHM13_G0009631	AP002748.3
CHM13_G0009632	PELI3
CHM13_G0009633	AP002748.4
CHM13_G0009634	DPP3
CHM13_G0009635	AP002748.5
CHM13_G0009636	BBS1
CHM13_G0009637	AP002748.6
CHM13_G0009638	ZDHHC24
CHM13_G0009639	ACTN3
CHM13_G0009640	AP002748.2
CHM13_G0009641	CTSF
CHM13_G0009642	CCDC87
CHM13_G0009643	CCS
CHM13_G0009644	RNU4-39P
CHM13_G0009645	RBM14
CHM13_G0009646	RBM14-RBM4
CHM13_G0009647	RBM4
CHM13_G0009648	RBM4B
CHM13_G0009649	SPTBN2
CHM13_G0009650	RN7SL12P
CHM13_G0009651	C11orf80
CHM13_G0009652	C1QBPP2
CHM13_G0009653	FTLP6
CHM13_G0009654	RCE1
CHM13_G0009655	PC
CHM13_G0009656	LRFN4
CHM13_G0009657	RNU7-23P
CHM13_G0009658	MIR3163
CHM13_G0009659	C11orf86
CHM13_G0009660	SYT12
CHM13_G0009661	MIR6860
CHM13_G0009662	RHOD
CHM13_G0009663	KDM2A
CHM13_G0009664	AP001885.1
CHM13_G0009665	AP001885.3
CHM13_G0009666	GRK2
CHM13_G0009667	ANKRD13D
CHM13_G0009668	SSH3
CHM13_G0009669	AP001885.2
CHM13_G0009670	RAD9A
CHM13_G0009671	POLD4
CHM13_G0009672	AP003419.1
CHM13_G0009673	AP003419.2
CHM13_G0009674	RN7SKP239
CHM13_G0009675	CLCF1
CHM13_G0009676	AP003419.3
CHM13_G0009677	RNU6-1238P
CHM13_G0009678	PPP1CA
CHM13_G0009679	TBC1D10C
CHM13_G0009680	CARNS1
CHM13_G0009681	RPS6KB2
CHM13_G0009682	RPS6KB2-AS1
CHM13_G0009684	PTPRCAP
CHM13_G0009683	CORO1B
CHM13_G0009685	GPR152
CHM13_G0009686	CABP4
CHM13_G0009687	TMEM134
CHM13_G0009688	AIP
CHM13_G0009689	MIR6752
CHM13_G0009690	MSTRG.1033
CHM13_G0009691	CDK2AP2
CHM13_G0009692	CABP2
CHM13_G0009693	AP001184.1
CHM13_G0009694	GSTP1
CHM13_G0009695	C11orf72
CHM13_G0009696	AP003385.3
CHM13_G0009697	NDUFV1
CHM13_G0009698	DOC2GP
CHM13_G0009699	NUDT8
CHM13_G0009700	TBX10
CHM13_G0009701	ACY3
CHM13_G0009702	AP003385.1
CHM13_G0009703	ALDH3B2
CHM13_G0009704	RPL37P2
CHM13_G0009705	UNC93B5
CHM13_G0009706	OR7E145P
CHM13_G0009707	OR7E11P
CHM13_G0009708	AP003385.5
CHM13_G0009709	AP003385.2
CHM13_G0009710	AP003385.4
CHM13_G0009711	ALG1L8P
LOFF_G0000427	AC079804.1
CHM13_G0009712	FAM86C2P
CHM13_G0009713	ENPP7P7
LOFF_G0000428	AC130352.1
CHM13_G0009714	AP003716.1
CHM13_G0009715	LINC02754
CHM13_G0009716	RNU6-46P
CHM13_G0009717	RPS3AP40
LOFF_G0000429	MIR548I1
LOFF_G0000430	AC079781.1
CHM13_G0009718	AC004923.1
CHM13_G0009719	AC004923.2
CHM13_G0009720	AC004923.3
CHM13_G0009721	OR7E1P
CHM13_G0009722	UNC93B1
CHM13_G0009723	ALDH3B1
CHM13_G0009724	AC004923.4
CHM13_G0009725	NDUFS8
CHM13_G0009726	MIR7113
CHM13_G0009727	MIR4691
CHM13_G0009728	TCIRG1
CHM13_G0009729	MIR6753
CHM13_G0009730	AP002807.1
CHM13_G0009731	CHKA
CHM13_G0009732	AP002992.1
CHM13_G0009733	KMT5B
CHM13_G0009734	C11orf24
CHM13_G0009735	AP002813.1
CHM13_G0009736	MSTRG.1035
CHM13_G0009737	MSTRG.1036
CHM13_G0009738	NDUFA3P2
CHM13_G0009739	AP003096.1
CHM13_G0009740	GAL
CHM13_G0009741	TESMIN
CHM13_G0009742	CPT1A
CHM13_G0009743	LINC02701
CHM13_G0009744	MRPL21
CHM13_G0009745	IGHMBP2
CHM13_G0009746	AP000808.1
CHM13_G0009747	MRGPRD
CHM13_G0009748	AP003071.4
CHM13_G0009749	AP003071.3
CHM13_G0009750	MRGPRF
CHM13_G0009751	MRGPRF-AS1
CHM13_G0009752	TPCN2
CHM13_G0009753	AP003071.5
CHM13_G0009754	MIR3164
CHM13_G0009755	AP003071.1
CHM13_G0009756	AP003071.2
CHM13_G0009757	SMIM38
CHM13_G0009758	MYEOV
CHM13_G0009759	IFITM9P
CHM13_G0009760	AP005233.2
CHM13_G0009761	AP005233.1
CHM13_G0009762	AP000439.2
CHM13_G0009763	AP000439.1
CHM13_G0009764	AP000439.3
CHM13_G0009765	LINC02747
CHM13_G0009766	LINC01488
CHM13_G0009767	CCND1
CHM13_G0009768	LTO1
CHM13_G0009769	FGF19
CHM13_G0009770	DNAJB6P5
CHM13_G0009771	FGF4
CHM13_G0009772	FGF3
CHM13_G0009773	AP007216.1
CHM13_G0009774	AP007216.2
CHM13_G0009775	AP003555.2
CHM13_G0009776	AP003555.1
CHM13_G0009777	LINC02753
CHM13_G0009778	LINC02584
CHM13_G0009779	RNU6-1175P
CHM13_G0009780	ANO1
CHM13_G0009781	AP000879.2
CHM13_G0009782	ANO1-AS1
CHM13_G0009783	FADD
CHM13_G0009784	AP000879.1
CHM13_G0009785	PPFIA1
CHM13_G0009786	H2AZP4
CHM13_G0009787	AP002336.2
CHM13_G0009788	MIR548K
CHM13_G0009789	AP002336.1
CHM13_G0009790	AP002336.3
CHM13_G0009791	AP000487.2
CHM13_G0009792	AP000487.1
CHM13_G0009793	CTTN
CHM13_G0009794	SHANK2
CHM13_G0009795	AP001271.1
CHM13_G0009796	AP001271.2
CHM13_G0009797	SHANK2-AS1
CHM13_G0009798	SHANK2-AS2
CHM13_G0009799	Y_RNA
CHM13_G0009800	AP000590.1
CHM13_G0009801	SHANK2-AS3
CHM13_G0009802	MIR3664
CHM13_G0009803	AP003783.1
CHM13_G0009804	ACTE1P
CHM13_G0009805	DHCR7
CHM13_G0009806	AP002387.1
CHM13_G0009807	NADSYN1
CHM13_G0009808	MIR6754
CHM13_G0009809	AP000867.2
CHM13_G0009810	KRTAP5-7
CHM13_G0009811	KRTAP5-8
CHM13_G0009812	KRTAP5-9
CHM13_G0009813	AP000867.5
CHM13_G0009814	KRTAP5-10
CHM13_G0009815	AP000867.1
CHM13_G0009816	KRTAP5-11
CHM13_G0009817	KRTAP5-14P
CHM13_G0009818	OR7E87P
CHM13_G0009819	UNC93B6
CHM13_G0009820	OR7E4P
CHM13_G0009821	AP000867.3
CHM13_G0009822	AP000867.4
LOFF_G0000431	AC079781.2
LOFF_G0000432	AC079781.1
LOFF_G0000433	MIR548I1
CHM13_G0009823	RPS3AP41
CHM13_G0009824	ALG1L9P
CHM13_G0009825	SNRPCP14
CHM13_G0009826	AP003498.1
CHM13_G0009827	ENPP7P8
CHM13_G0009828	AP003498.2
CHM13_G0009829	FAM86C1P
CHM13_G0009830	ALG1L9P
CHM13_G0009831	ZNF705E
CHM13_G0009832	DEFB108B
CHM13_G0009833	RNA5SP342
CHM13_G0009834	DEFB130C
CHM13_G0009835	AP002495.1
CHM13_G0009836	DEFB131B
CHM13_G0009837	OR7E128P
CHM13_G0009840	OR7E126P
CHM13_G0009841	RNF121
CHM13_G0009842	AP002490.2
CHM13_G0009843	IL18BP
CHM13_G0009844	NUMA1
CHM13_G0009845	AP002490.1
CHM13_G0009846	RNU6-72P
CHM13_G0009847	MIR3165
CHM13_G0009848	AP000812.5
CHM13_G0009849	LRTOMT
CHM13_G0009850	LAMTOR1
CHM13_G0009851	AP000812.4
CHM13_G0009852	ANAPC15
CHM13_G0009853	FOLR3
CHM13_G0009854	RPEP6
CHM13_G0009855	AP000812.3
CHM13_G0009856	AP000812.1
CHM13_G0009857	AP000812.2
CHM13_G0009858	FOLR1
CHM13_G0009859	FOLR2
CHM13_G0009860	INPPL1
CHM13_G0009861	PHOX2A
CHM13_G0009862	AP000593.2
CHM13_G0009863	AP000593.4
CHM13_G0009864	AP000593.1
CHM13_G0009865	CLPB
CHM13_G0009866	AP000593.3
CHM13_G0009867	AP002892.2
CHM13_G0009868	AP002892.1
CHM13_G0009869	AP003785.1
CHM13_G0009870	ART2BP
CHM13_G0009871	ART2P
CHM13_G0009872	AP005019.2
CHM13_G0009873	AP005019.1
CHM13_G0009874	LINC01537
CHM13_G0009875	PDE2A
CHM13_G0009876	PDE2A-AS2
CHM13_G0009877	MIR139
CHM13_G0009878	RNU7-105P
CHM13_G0009879	PDE2A-AS1
CHM13_G0009880	MSTRG.1048
CHM13_G0009881	ARAP1-AS1
CHM13_G0009882	AP003065.1
CHM13_G0009883	ARAP1-AS2
CHM13_G0009884	RPS12P20
CHM13_G0009885	STARD10
CHM13_G0009886	Y_RNA
CHM13_G0009887	MIR4692
CHM13_G0009888	AP002381.2
CHM13_G0009889	ATG16L2
CHM13_G0009890	MSTRG.1049
CHM13_G0009891	RNU6-672P
CHM13_G0009892	AP002381.1
CHM13_G0009893	AP002761.2
CHM13_G0009894	AP002761.1
CHM13_G0009895	P2RY2
CHM13_G0009896	AP002761.4
CHM13_G0009897	OR8R1P
CHM13_G0009898	P2RY6
CHM13_G0009899	AP002761.3
CHM13_G0009900	MSTRG.1050
CHM13_G0009901	RELT
CHM13_G0009902	AP000763.4
CHM13_G0009903	FAM168A
CHM13_G0009904	AP000763.3
CHM13_G0009905	AP000763.1
CHM13_G0009906	AP000763.2
CHM13_G0009907	HMGN2P38
CHM13_G0009908	AP000860.1
CHM13_G0009909	PLEKHB1
CHM13_G0009910	RAB6A
CHM13_G0009911	AP002993.1
CHM13_G0009912	AP002770.1
CHM13_G0009913	MRPL48
CHM13_G0009914	RN7SKP243
CHM13_G0009915	CCDC58P5
CHM13_G0009916	COA4
CHM13_G0009917	PAAF1
CHM13_G0009918	AP002770.2
CHM13_G0009919	DNAJB13
CHM13_G0009920	AP003717.1
CHM13_G0009921	UCP2
CHM13_G0009922	AP003717.4
CHM13_G0009923	AP003717.2
CHM13_G0009924	AP003717.3
CHM13_G0009925	UCP3
CHM13_G0009926	C2CD3
CHM13_G0009927	AP002392.1
CHM13_G0009928	PPME1
CHM13_G0009929	RNA5SP343
CHM13_G0009930	AP000577.2
CHM13_G0009931	P4HA3
CHM13_G0009932	AP000577.1
CHM13_G0009933	P4HA3-AS1
CHM13_G0009934	PGM2L1
CHM13_G0009935	HNRNPA1P40
CHM13_G0009936	AP001372.1
CHM13_G0009937	AP001085.1
CHM13_G0009938	MIR548AL
CHM13_G0009939	KCNE3
CHM13_G0009940	AP001372.3
CHM13_G0009941	CYCSP27
CHM13_G0009942	AP001372.4
CHM13_G0009943	LIPT2
CHM13_G0009944	AP001372.2
CHM13_G0009945	POLD3
CHM13_G0009946	RANP3
CHM13_G0009947	RN7SKP297
CHM13_G0009948	CHRDL2
CHM13_G0009949	AP001324.3
CHM13_G0009950	MIR4696
CHM13_G0009951	AP001324.2
CHM13_G0009952	AP001324.1
CHM13_G0009953	RNF169
CHM13_G0009954	XRRA1
CHM13_G0009955	AP000560.1
CHM13_G0009956	RN7SL239P
CHM13_G0009957	AP001992.1
CHM13_G0009958	AP001992.2
CHM13_G0009959	SPCS2
CHM13_G0009960	RNU6-216P
CHM13_G0009961	NEU3
CHM13_G0009962	AP003175.1
CHM13_G0009963	OR2AT2P
CHM13_G0009964	NPM1P50
CHM13_G0009965	OR2AT4
CHM13_G0009966	AP001972.4
CHM13_G0009967	SLCO2B1
CHM13_G0009968	OR2AT1P
CHM13_G0009969	AP001972.3
CHM13_G0009970	ZDHHC20P3
CHM13_G0009971	TPBGL
CHM13_G0009972	ARRB1
CHM13_G0009973	AP001972.1
CHM13_G0009974	AP001972.5
CHM13_G0009975	AP001972.2
CHM13_G0009976	MIR326
CHM13_G0009977	RPS3
CHM13_G0009978	SNORD15A
CHM13_G0009979	SNORD15B
CHM13_G0009980	KLHL35
CHM13_G0009981	GDPD5
CHM13_G0009982	AP002815.1
CHM13_G0009983	SERPINH1
CHM13_G0009984	AP001922.5
CHM13_G0009985	MAP6
CHM13_G0009986	AP001922.6
CHM13_G0009987	AP001922.2
CHM13_G0009988	AP001922.4
CHM13_G0009989	MOGAT2
CHM13_G0009990	RN7SL786P
CHM13_G0009991	AP001922.1
CHM13_G0009992	DGAT2
CHM13_G0009993	AP001922.3
CHM13_G0009994	AP003031.3
CHM13_G0009995	UVRAG-DT
CHM13_G0009996	MSTRG.1062
CHM13_G0009997	AP003031.2
CHM13_G0009998	AP003031.1
CHM13_G0009999	PPP1R1AP1
CHM13_G0010000	AP003168.2
CHM13_G0010001	RNA5SP344
CHM13_G0010002	AP003168.1
CHM13_G0010003	AP002340.1
CHM13_G0010004	WNT11
CHM13_G0010005	AP000785.1
CHM13_G0010006	LINC02761
CHM13_G0010007	THAP12
CHM13_G0010008	GVQW3
CHM13_G0010009	Y_RNA
CHM13_G0010010	AP002360.1
CHM13_G0010011	EMSY
CHM13_G0010012	AP001189.2
CHM13_G0010013	LINC02757
CHM13_G0010014	AP001189.5
CHM13_G0010015	AP001189.3
CHM13_G0010016	AP001189.1
CHM13_G0010017	LRRC32
CHM13_G0010018	AP001189.4
CHM13_G0010019	GUCY2EP
CHM13_G0010020	AP003119.1
CHM13_G0010021	TSKU
CHM13_G0010022	AP003119.2
CHM13_G0010023	AP003119.3
CHM13_G0010024	MSTRG.1066
CHM13_G0010025	AP002498.1
CHM13_G0010026	B3GNT6
CHM13_G0010027	CAPN5
CHM13_G0010028	OMP
CHM13_G0010029	MYO7A
CHM13_G0010030	GDPD4
CHM13_G0010031	TOMM20P1
CHM13_G0010032	PAK1
CHM13_G0010033	AP003680.1
CHM13_G0010034	CLNS1A
CHM13_G0010035	RNU7-59P
CHM13_G0010036	AQP11
CHM13_G0010037	RSF1
CHM13_G0010038	Y_RNA
CHM13_G0010039	RSF1-IT2
CHM13_G0010040	FTH1P16
CHM13_G0010041	RSF1-IT1
CHM13_G0010042	AP000580.1
CHM13_G0010043	AAMDC
CHM13_G0010044	AP002812.2
CHM13_G0010045	AP002812.3
CHM13_G0010046	AP002812.5
CHM13_G0010047	AP002812.1
CHM13_G0010048	INTS4
CHM13_G0010049	AP002812.4
CHM13_G0010051	AP003032.2
CHM13_G0010050	KCTD14
CHM13_G0010052	NDUFC2-KCTD14
CHM13_G0010053	AP003032.1
CHM13_G0010054	THRSP
CHM13_G0010055	NDUFC2
CHM13_G0010056	ALG8
CHM13_G0010057	RNU6-126P
CHM13_G0010058	KCTD21-AS1
CHM13_G0010059	KCTD21
CHM13_G0010060	USP35
CHM13_G0010061	GAB2
CHM13_G0010062	AP002985.1
CHM13_G0010063	AP003086.1
CHM13_G0010064	AP003086.3
CHM13_G0010065	AP003086.2
CHM13_G0010066	LINC02728
CHM13_G0010067	NARS2
CHM13_G0010068	AP003110.1
CHM13_G0010069	RNU6-311P
CHM13_G0010070	COPS8P3
CHM13_G0010071	TENM4
CHM13_G0010072	AP002768.1
CHM13_G0010073	AP002957.1
CHM13_G0010074	AP001547.1
CHM13_G0010075	MIR708
CHM13_G0010076	MIR5579
CHM13_G0010077	AP001978.1
CHM13_G0010078	AP001541.1
CHM13_G0010079	AP001284.1
CHM13_G0010080	AP006295.1
CHM13_G0010081	RNU6-544P
CHM13_G0010082	ARL6IP1P3
CHM13_G0010083	LINC02720
CHM13_G0010084	AP003398.1
CHM13_G0010085	AP003398.2
CHM13_G0010086	AP003464.1
CHM13_G0010087	MTND4LP18
CHM13_G0010088	MTND6P25
CHM13_G0010089	MIR4300HG
CHM13_G0010090	AP002802.2
CHM13_G0010091	MIR4300
CHM13_G0010092	AP002802.1
CHM13_G0010093	AP000793.1
CHM13_G0010094	RPS28P7
CHM13_G0010095	FAM181B
CHM13_G0010096	LINC02734
CHM13_G0010097	AP001646.2
CHM13_G0010098	PRCP
CHM13_G0010099	AP001646.1
CHM13_G0010100	DDIAS
CHM13_G0010101	AP000893.1
CHM13_G0010102	AP000893.2
CHM13_G0010103	RAB30
CHM13_G0010104	AP001767.1
CHM13_G0010105	SNORA70E
CHM13_G0010106	RAB30-DT
CHM13_G0010107	AP001767.3
CHM13_G0010108	AP001767.4
CHM13_G0010109	AP001767.2
CHM13_G0010110	C1DP5
CHM13_G0010111	BCAS2P1
CHM13_G0010112	PCF11
CHM13_G0010113	AP000873.4
CHM13_G0010114	AP000873.2
CHM13_G0010115	PCF11-AS1
CHM13_G0010116	ANKRD42
CHM13_G0010117	AP000873.5
CHM13_G0010118	AP000873.3
CHM13_G0010119	AP000873.1
CHM13_G0010120	CCDC90B
CHM13_G0010121	AP000446.1
CHM13_G0010122	CYCSP28
CHM13_G0010123	AP000446.2
CHM13_G0010124	DLG2
CHM13_G0010125	DLG2-AS2
CHM13_G0010126	AP002370.1
CHM13_G0010127	LDHAL6DP
CHM13_G0010128	HNRNPA1P72
CHM13_G0010129	AP000852.1
CHM13_G0010130	AP001825.1
CHM13_G0010131	AP001825.2
CHM13_G0010132	AP001825.3
CHM13_G0010133	AP000857.2
CHM13_G0010134	AP000857.1
CHM13_G0010135	HNRNPCP6
CHM13_G0010136	AP002803.1
CHM13_G0010137	AP003035.1
CHM13_G0010138	RNU6-1292P
CHM13_G0010139	TMEM126B
CHM13_G0010140	TMEM126A
CHM13_G0010141	CREBZF
CHM13_G0010142	CCDC89
CHM13_G0010143	SYTL2
CHM13_G0010144	AP000974.1
CHM13_G0010145	CCDC83
CHM13_G0010146	AP003128.1
CHM13_G0010147	SLC25A1P1
CHM13_G0010148	PICALM
CHM13_G0010149	RNU6-560P
CHM13_G0010150	LINC02695
CHM13_G0010151	AP003097.1
CHM13_G0010152	Metazoa_SRP
CHM13_G0010153	EED
CHM13_G0010154	MIR6755
CHM13_G0010155	AP003084.1
CHM13_G0010156	SETP17
CHM13_G0010157	HIKESHI
CHM13_G0010158	RN7SL225P
CHM13_G0010159	CCDC81
CHM13_G0010160	AP001831.1
CHM13_G0010161	PTP4A1P6
CHM13_G0010162	AP001148.1
CHM13_G0010163	ME3
CHM13_G0010164	AP003059.1
CHM13_G0010165	AP003059.2
CHM13_G0010166	PRSS23
CHM13_G0010167	MOB4P2
CHM13_G0010168	OR7E13P
CHM13_G0010169	AP000654.1
CHM13_G0010170	OR7E2P
CHM13_G0010171	AP001528.1
CHM13_G0010172	AP001528.2
CHM13_G0010173	FZD4
CHM13_G0010174	FZD4-DT
CHM13_G0010175	HNRNPCP8
CHM13_G0010176	TMEM135
CHM13_G0010177	XIAPP2
CHM13_G0010178	AP002967.1
CHM13_G0010179	AP001102.1
CHM13_G0010180	AP000811.1
CHM13_G0010181	PSMA2P1
CHM13_G0010182	AP003497.1
CHM13_G0010183	AP003497.2
CHM13_G0010184	AP001784.1
CHM13_G0010185	RNU6-1135P
CHM13_G0010186	U6
CHM13_G0010187	LINC02711
CHM13_G0010188	AP000756.1
CHM13_G0010189	MTCYBP41
CHM13_G0010190	AP000676.2
CHM13_G0010191	AP000676.3
CHM13_G0010192	AP000676.5
CHM13_G0010193	AP000676.4
CHM13_G0010194	AP000676.1
CHM13_G0010195	AP005436.3
CHM13_G0010196	AP005436.1
CHM13_G0010197	AP005436.2
CHM13_G0010198	Y_RNA
CHM13_G0010199	RAB38
CHM13_G0010200	AP001642.1
CHM13_G0010201	MIR3166
CHM13_G0010202	CTSC
CHM13_G0010203	GAPDHP70
CHM13_G0010204	AP003120.1
CHM13_G0010206	GRM5-AS1
CHM13_G0010205	GRM5
CHM13_G0010207	RNU6-16P
CHM13_G0010208	TYR
CHM13_G0010209	CBX3P7
CHM13_G0010210	AP000720.1
CHM13_G0010211	AP000720.2
CHM13_G0010212	NOX4
CHM13_G0010213	H3P34
CHM13_G0010214	AP003400.4
CHM13_G0010215	AP003400.5
CHM13_G0010216	AP003400.1
CHM13_G0010217	AP003400.2
CHM13_G0010218	AP003400.3
CHM13_G0010219	AP003400.6
