,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,Reactome_2022,RUNX1 Regulates Transcription Of Genes Involved In WNT Signaling R-HSA-8939256,1/6,0.0017988408901478,0.0431721813635481,0,0,799.56,5053.709147518722,RSPO3
1,Reactome_2022,Regulation Of FZD By Ubiquitination R-HSA-4641263,1/20,0.0059856908667451,0.0466534448678102,0,0,210.26315789473685,1076.2074808846232,RSPO3
2,Reactome_2022,Glutamate Neurotransmitter Release Cycle R-HSA-210500,1/23,0.0068809683244201,0.0466534448678102,0,0,181.56363636363636,904.0045996114618,SLC1A3
3,Reactome_2022,Signaling By ALK R-HSA-201556,1/26,0.007775574144635,0.0466534448678102,0,0,159.752,775.8783981291459,PTN
