,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Biological_Process_2023,"Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000096)",1/5,0.0014992198216206,0.0148401966656525,0,0,999.5,6499.5590198897235,RSPO3
1,GO_Biological_Process_2023,L-aspartate Import Across Plasma Membrane (GO:0140009),1/5,0.0014992198216206,0.0148401966656525,0,0,999.5,6499.5590198897235,SLC1A3
2,GO_Biological_Process_2023,L-aspartate Transmembrane Transport (GO:0070778),1/5,0.0014992198216206,0.0148401966656525,0,0,999.5,6499.5590198897235,SLC1A3
3,GO_Biological_Process_2023,Transmembrane Receptor Protein Tyrosine Phosphatase Signaling Pathway (GO:0007185),1/5,0.0014992198216206,0.0148401966656525,0,0,999.5,6499.5590198897235,PTN
4,GO_Biological_Process_2023,Regulation Of Hepatocyte Proliferation (GO:2000345),1/5,0.0014992198216206,0.0148401966656525,0,0,999.5,6499.5590198897235,PTN
5,GO_Biological_Process_2023,Leukocyte Chemotaxis Involved In Inflammatory Response (GO:0002232),1/5,0.0014992198216206,0.0148401966656525,0,0,999.5,6499.5590198897235,PTN
6,GO_Biological_Process_2023,Delamination (GO:0060232),1/6,0.0017988408901478,0.0148401966656525,0,0,799.56,5053.709147518722,CDSN
7,GO_Biological_Process_2023,Dendrite Arborization (GO:0140059),1/6,0.0017988408901478,0.0148401966656525,0,0,799.56,5053.709147518722,PTN
8,GO_Biological_Process_2023,Response To Auditory Stimulus (GO:0010996),1/7,0.0020983872819732,0.0148401966656525,0,0,666.2666666666667,4108.590825691207,PTN
9,GO_Biological_Process_2023,Neuron Projection Arborization (GO:0140058),1/7,0.0020983872819732,0.0148401966656525,0,0,666.2666666666667,4108.590825691207,PTN
10,GO_Biological_Process_2023,Negative Regulation Of Neural Precursor Cell Proliferation (GO:2000178),1/7,0.0020983872819732,0.0148401966656525,0,0,666.2666666666667,4108.590825691207,PTN
11,GO_Biological_Process_2023,Positive Regulation Of Oligodendrocyte Differentiation (GO:0048714),1/7,0.0020983872819732,0.0148401966656525,0,0,666.2666666666667,4108.590825691207,PTN
12,GO_Biological_Process_2023,"Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000095)",1/8,0.0023978589692277,0.0148401966656525,0,0,571.0571428571428,3445.2899826083253,RSPO3
13,GO_Biological_Process_2023,Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272),1/8,0.0023978589692277,0.0148401966656525,0,0,571.0571428571428,3445.2899826083253,PTN
