,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,qvalue,-log(pvalue),-log(qvalue),BaseMean,log2(BaseMean),log2FC,abs(log2FC),sig
Col5a2,196336.76852253661,-0.13008375838478106,0.039028976012326175,-3.3330046461812857,0.0008591350765618306,0.01199370100249225,0.01199370100249225,3.0659385493310594,1.9210467821270782,196336.76852253661,17.58297819802537,-0.13008375838478106,0.13008375838478106,sig
Lox,192422.61586990004,0.13501998073329488,0.037815608201236486,3.570482854983674,0.00035632377796264474,0.005824212193915105,0.005824212193915105,3.4481551956298864,2.23476281072667,192422.61586990004,17.55392634427031,0.13501998073329488,0.13501998073329488,sig
Col12a1,169744.04581488244,-0.10144231549448375,0.0941956834123421,-1.0769316790284273,0.2815107892178338,0.6688700807916088,0.6688700807916088,0.5505049556688488,0.17465823002690672,169744.04581488244,17.37300994297102,-0.10144231549448375,0.10144231549448375,normal
Col5a1,174905.96779755302,-0.013792914450954244,0.04105740373514053,-0.33594219790252006,0.7369144550628062,0.9265425177539909,0.9265425177539909,0.13258292442110786,0.0331346467150104,174905.96779755302,17.416228237720066,-0.013792914450954244,0.013792914450954244,normal
Col4a1,194059.75960625196,0.08597282737951577,0.04720859748268513,1.8211264888995766,0.068587631558523,0.31372363335077,0.31372363335077,1.1637541937711033,0.5034527639059454,194059.75960625196,17.56614889931614,0.08597282737951577,0.08597282737951577,normal
Col6a3,162284.95673771808,0.03671033666628641,0.04791199201148059,0.7662035145082247,0.44355521752250904,0.7967085074107716,0.7967085074107716,0.3530523077993132,0.09870054532743286,162284.95673771808,17.30817863746858,0.03671033666628641,0.03671033666628641,normal
Spp1,182781.94057175773,0.012505837125102174,0.100998811098482,0.12382162709725338,0.9014565076412722,0.975081157577502,0.975081157577502,0.04505522173919146,0.010959235766867938,182781.94057175773,17.479771902048288,0.012505837125102174,0.012505837125102174,normal
Flna,180726.72565262363,0.09625723870200022,0.03892954199656295,2.472601365577295,0.013413366848206069,0.1037942714085448,0.1037942714085448,1.8724621975346563,0.9838266153152345,180726.72565262363,17.463458323158367,0.09625723870200022,0.09625723870200022,normal
Fbn1,118413.60585219812,-0.13795331739347114,0.04330379200568865,-3.185709865208773,0.001443993299666231,0.01825810751638975,0.01825810751638975,2.8404348219497133,1.738544239823788,118413.60585219812,16.853487515631127,-0.13795331739347114,0.13795331739347114,sig
Eef2,134527.56301433867,-0.15631118539967473,0.0382271403261364,-4.089010688900595,4.332168923192739e-05,0.0009528682160482294,0.0009528682160482294,4.363294617379092,3.0209671591734346,134527.56301433867,17.037552991785493,-0.15631118539967473,0.15631118539967473,sig
Vim,141487.40374234744,-0.05136179202736808,0.037839713768862145,-1.3573514942819969,0.17466955268763695,0.5361575387748623,0.5361575387748623,0.7577827919384511,0.27070758312815135,141487.40374234744,17.110324290398765,-0.05136179202736808,0.05136179202736808,normal
Actb,165409.9006338262,0.261753729631388,0.0413555430811824,6.329350556890429,2.4619520504583556e-10,1.4644333044487288e-08,1.4644333044487288e-08,9.60872040974107,7.834330402862185,165409.9006338262,17.33569478616588,0.261753729631388,0.261753729631388,sig
Fbln2,133017.64228177603,-0.08912897913999439,0.03723077271655958,-2.393959959373914,0.01666756823924234,0.12266218455141174,0.12266218455141174,1.7781277581393578,0.9112893050147803,133017.64228177603,17.02126892499586,-0.08912897913999439,0.08912897913999439,normal
Col4a2,137323.44652648258,0.03344814641508807,0.043240642042726506,0.7735349161105802,0.4392058730273962,0.7936567889166303,0.7936567889166303,0.3573318611664873,0.10036726445425732,137323.44652648258,17.067228951655622,0.03344814641508807,0.03344814641508807,normal
Lrp1,104827.01008430525,-0.17973347062734757,0.12056807833439499,-1.49072186527563,0.136034532999757,0.47227843989139245,0.47227843989139245,0.8663508299570954,0.3258018800636147,104827.01008430525,16.67766473148828,-0.17973347062734757,0.17973347062734757,normal
