,log2FC_Treat_6h_vs_Control,padj_Treat_6h_vs_Control,log2FC_Treat_24h_vs_Control,padj_Treat_24h_vs_Control,log2FC_Treat_72h_vs_Control,padj_Treat_72h_vs_Control,Cluster,C_1,C_2,T_6_1,T_6_2,T_24_1,T_24_2,T_72_1,T_72_2
Eif2b3,0.27765050527963325,0.08732978888834539,-0.2975940905178971,0.09335363988861213,-1.0654778701859928,2.659973257970971e-12,4.0,4.719503377528977,4.670171956416356,4.899640075389151,5.010270781932508,4.355924821908022,4.497193416880485,3.6753426171415167,3.5918183020688668
Hspa2,0.019061618663178452,0.9686966146412758,-0.0065042272740375405,0.991436354728098,0.4651850743033338,0.0008842413247049937,,4.415887318782915,4.395243836549049,4.490232046958954,4.337846783956596,4.450627475561547,4.384207545429669,4.779342354448937,4.810233140972806
Mastl,-0.14140522517815549,0.5687884247623141,-0.005137065770185116,0.9923879589536524,-1.8814439308182103,2.5922394465014663e-33,1.0,4.80336889961577,4.833614650122201,4.657859643739319,4.690491153709085,4.711350474886204,4.940970217068647,3.055835395210823,2.973190517802255
Gpr137,-0.03191516025481902,0.947879334990005,0.0721990320018376,0.8533681629664185,0.38434651452160884,0.010293111657326942,,4.390978758355443,4.453862910753557,4.46461242930463,4.297539594873839,4.607168714816148,4.404267551957439,4.638372886735609,4.82420435353073
Armcx1,-0.08276868401986205,0.8249663826486279,0.019252668943215534,0.9717291284065234,0.07615512246467133,0.7167324656096378,,4.512647523227433,4.527354320215054,4.394628350846988,4.4706637467429955,4.480862196773791,4.627016587301319,4.382181567234402,4.678002573308152
Fbxl19,-0.010790095224175454,0.9833028758384835,0.1174482907951507,0.6825841928487745,-0.09301579013713145,0.6381249851444112,,4.451828179385365,4.589133554791727,4.515404634096168,4.4886774812357,4.616811250635032,4.683324240036176,4.322642552285064,4.426501275392793
Nelfcd,0.04369560129900413,0.9179894817297662,0.03659593719297336,0.930201845512019,-0.4099198920462373,0.011731967037509507,,4.534360723083308,4.642087039798,4.611920009786832,4.631720457054642,4.632740294438691,4.648581443608233,4.0302006036396,4.247302843238797
Myd88,-0.060596370992885826,0.8874935981698484,-0.15097913819072048,0.5544393420982361,0.1674285360439087,0.3486502279540278,,4.5355574832307095,4.525647335690024,4.392688958697413,4.534486958022163,4.390063608923731,4.418683424264663,4.499572281827237,4.760240083930942
Camk2n1,-0.2678688610659283,0.3096923672317304,0.0954816740967438,0.785484261580798,0.827247076926224,4.097203974781547e-10,,4.253739766879089,4.400841674531211,4.193204881728337,3.9267104052569106,4.482621130364674,4.387875627065162,5.060180349147217,5.069136993010567
Lrsam1,-0.02607626791066503,0.9588124837805534,-0.11423442907631684,0.7277761089899627,0.590343407571507,3.0553748685311505e-05,,4.34803027159728,4.457448709974308,4.411966550324095,4.325872428960928,4.3919367278460015,4.227221615480296,4.807637771277911,5.011690981373338
4930503L19Rik,0.1566547276540636,0.5521392114923025,0.23912576541714345,0.20827475919143554,-0.7014062567874634,7.592921179642457e-06,1.0,4.4831787011109645,4.618257939139475,4.730293739522775,4.654240490881457,4.7542113614950745,4.840151800829346,3.8101158109543016,3.8539661356737724
Mtf1,-0.011449102738279773,0.9833028758384835,0.2010376377448864,0.3790866331508133,-0.00883727331798183,0.9717981828116229,,4.569838599824804,4.361192865033262,4.481134321920154,4.424620095792646,4.662529336720405,4.702597594635002,4.5236530098643675,4.274015316470033
Cox14,-0.061616211607592085,0.8884571952325424,-0.0671423695655204,0.8631308482265673,0.12491597281263336,0.5014650373715044,,4.537948029388139,4.499797200509626,4.357326554902533,4.543132124127634,4.567940873793987,4.373147009303935,4.471550093675646,4.687205149666209
Pan3,-0.18639205029645226,0.4697079236584725,-0.059926468550632016,0.8973412879475348,0.004811309119847567,0.9815329269709733,,4.586101026580549,4.556068245064266,4.288069477121656,4.477896253557402,4.326845458113401,4.709942400007309,4.480365637439417,4.557725445161004
Notch1,0.3153422099213367,0.07636021269086539,0.351360517737517,0.04188364598566081,0.25772088844910157,0.15714922006653,,4.321911226562033,4.282517221028765,4.588389716776636,4.603893509010033,4.5712509089946805,4.736078330718047,4.601676143567688,4.368571030522532
Gss,0.44975652694792945,0.0012429304705172317,0.0461404825221558,0.9149144651554715,-0.8215644775803268,4.0981038695641223e-07,4.0,4.4806955778709545,4.580938001968839,4.9050924933950775,5.004022074355402,4.706843036016507,4.469765626932152,3.586683542003328,3.8097105791446237
Tti1,0.09887776674521227,0.7737851695661019,0.047852033389979176,0.9049498811332406,0.11818200961586191,0.5254360673582096,,4.491836129358588,4.415663916234359,4.504670119065228,4.57888651379503,4.517356824869137,4.520772304077393,4.457332212428916,4.564399750724136
Plxnc1,0.7289284642585735,2.017622383925409e-10,0.0943058319993124,0.7505199302074295,-1.9899038627191872,1.578953077632086e-30,1.0,4.525955489231991,4.511918259466962,5.197221209975364,5.232859767394151,4.62956852463868,4.625463835284884,2.5859332158960844,2.7217738913525475
B3gat3,0.053236482716018,0.9006300189319552,-0.19695105827178586,0.4396508224126596,-0.5652146750685741,0.0001846788655105814,,4.618086058466212,4.699235730780533,4.59683751706876,4.799861663766634,4.634323568235652,4.326126332921628,3.9937221577973863,4.132970654901992
Gtpbp8,-0.1275292806028085,0.6797540280165332,-0.15697574411376197,0.5272397852288718,-0.06903801556291878,0.7252814573486348,,4.541526437863893,4.651509557038765,4.51362108570332,4.417114803743415,4.450627475561547,4.4766716144380885,4.4519641738062585,4.4944787871109595
Dgkh,0.21794348946525355,0.27460143470429593,0.07487051275255312,0.8607666002336819,-0.7152881887228545,3.690686724854244e-05,,4.563985876618516,4.574347872996872,4.808022175709855,4.731915638100042,4.472035216919476,4.822641866695985,3.981354788215489,3.6712595630214677
