,log2FC_Treat_6h_vs_Control,padj_Treat_6h_vs_Control,log2FC_Treat_24h_vs_Control,padj_Treat_24h_vs_Control,log2FC_Treat_72h_vs_Control,padj_Treat_72h_vs_Control,Cluster,C_1,C_2,T_6_1,T_6_2,T_24_1,T_24_2,T_72_1,T_72_2
Gm19196,-0.7970707113558065,0.45013362059860007,-0.1112246413559481,,0.17320115369249495,0.8099420322331818,,1.1575314805239105,1.3059824928003945,0.8409057814806314,0.8091356561059408,1.1365706784169403,1.2197289853023177,1.3194863531361294,1.2748191424770157
Gm19221,0.4388680207308688,0.7740247457964636,0.5291836496260413,,0.9006598142980649,0.155331195260479,,0.9999911219586226,0.7959832184256596,0.9920200285737618,1.2418606867859265,0.9659979423440527,1.3756431037126489,1.221937197229356,1.4864094126035499
Tmem74,-0.4291594315035546,0.7520913993929875,-0.24382419267497832,,-0.1337395747415876,0.8631325211266654,,1.2653341969633058,1.2408912453133263,0.8857202381456857,1.136116977436367,1.1718849379592433,1.081602014431796,1.0239243544325454,1.258448488321866
1810024B03Rik,0.5142796919874779,0.6531799710117877,0.11201982452716648,,-0.05566933853438456,0.9495575986289865,,0.9577631502743119,1.1900700590168014,1.3367611207507062,1.3872269068959313,1.206355389376404,1.081602014431796,1.0239243544325454,1.0073105942177416
Kcnab3,0.7746750672632795,0.442734886642171,0.6870011231360502,,-0.021785178696292658,0.9822451828106845,,1.1197296591297285,0.7263547991061835,1.3367611207507062,1.3872269068959313,1.206355389376404,1.4335779819373293,0.794343704403701,1.0073105942177416
Krt10,-0.2958502769998427,0.8452486189872414,-0.14203521585309836,,-0.7325919014242033,0.30978472246351474,,1.4391004265084735,1.101175196523125,1.0522326803399076,1.1722329385617738,1.2729197135098722,1.1523179434630555,0.6765463008771634,1.045976626716136
Atp2a3,-0.5743394572416302,0.5907687224745094,0.11458890642228128,,-2.05798428915822,0.001890187542985553,,1.3107769386838102,1.442513928629646,1.0324397158912253,1.061054028731745,1.5394459780954675,1.3756431037126489,0.46544382692037634,0.43820895605069166
Gjb2,2.4805191077305357,6.022624739897065e-07,-0.15491658534910002,,0.7622506113460328,0.3789737333990026,4.0,0.5090083686590287,0.7731451035420528,2.0776565666942557,1.9829223537273308,0.5756292432045956,0.6150507241846015,0.9240720712427452,0.9472961981619625
4930412C18Rik,-0.06162226350051644,0.9776245081759207,0.4136553190312174,,0.7238155556490298,0.23912719793468792,,0.9719769198687938,1.0258921269355212,0.7223726606810549,1.1722329385617738,1.3050845126569268,1.1523179434630555,1.3810373496737567,1.3539967578545924
Sncg,0.5020246429874694,0.6284363412700323,-0.37191089783165554,,-1.4254912223673308,0.054658887503670976,,1.0544385771636025,1.4279663753235787,1.475158733083335,1.6272973303813116,1.1003702604320011,1.007240366739264,0.7248254512556855,0.40884180655893027
Hoxa1,0.7141703601232106,0.4129102010846483,-0.02009899333362509,,-0.3645797226535353,0.6594607132851074,,1.0274716908699895,1.1373930436684592,1.352810770707468,1.6272973303813116,0.9659979423440527,1.1864171577048674,0.9648459848670837,0.7738633656093383
Pgm5,-0.4177830498715714,,-0.27429852508321023,,4.36025782703865,5.482377120161018e-19,2.0,0.2995569525997938,0.28469320082435606,0.0793097739827316,0.3545405001968262,0.21839984498941561,0.2781569545150388,2.382766419445946,2.5029871117265885
Mab21l3,0.03187269755700051,0.98935606103751,0.846809599656093,,1.0412146433259128,0.08099147934232742,,0.8994648866898854,0.8624053307935963,0.9504351890355596,0.831892807869436,1.484327338822861,1.1864171577048674,1.496780712747955,1.3228451954410636
Gm5454,0.24463433794808462,0.8984904209743363,0.7077814027211291,,0.9115201595419614,0.13895355751909372,,0.8994648866898854,0.9050464234356821,0.9920200285737618,1.0416617756758393,1.118584010041816,1.4335779819373293,1.4255363201511337,1.291006116671861
Opn3,0.3825033278110073,0.7398082191101016,-0.250015253239469,,-1.5159309762642308,0.049822631533647126,,1.2995497391786899,1.1900700590168014,1.504190577293781,1.4474127734033422,1.1543358582054681,1.081602014431796,0.2840010313863467,0.7738633656093383
Gm13416,-0.07714237852221177,0.9698252109530894,0.18637927818663755,,0.0023466580500884084,0.9976118247011133,,0.8845146443775547,1.3682633098099504,0.9920200285737618,1.1899574385788665,1.3365478110362226,1.16946829340507,1.0430914926306571,1.1736871532837336
9330151L19Rik,0.7206794599392112,0.5461766915009844,0.7952085058254358,,1.2956394491977794,0.02931421240585816,,0.8231145178830386,0.7499396342248581,1.0910221313373805,1.1722329385617738,1.2400214177632516,1.1349612597226435,1.2876972459937057,1.5816014768156685
Ptger2,-1.4273164865567667,0.1443317390506336,0.14983724587125968,,0.8656604011431509,0.11080137267275404,3.0,1.0544385771636025,1.1373930436684592,0.45136247921975475,0.5593284106403561,1.1003702604320011,1.268297479845787,1.4544576191922822,1.6954298778454642
Gm13577,-0.21781552173158023,0.8970903621854144,-0.4519489985280427,,0.09413508846015639,0.9031516324981088,,1.182193399848803,1.25744144404973,1.0522326803399076,1.136116977436367,1.1718849379592433,0.7804579249913826,1.1173107352723766,1.3539967578545924
Sema4d,0.13397846731652036,0.9549990748975041,-0.1152438150058872,,1.9052772970121108,0.00010269191099076343,2.0,0.657105790354517,0.9464632897085882,0.9291844597780122,0.7860137707538416,0.6274276856885833,0.8879766892143373,1.863144960196819,1.8886405866772875
Prrg4,-0.21409831257733214,0.9155913864544635,0.3470600162924435,,0.49012216193196556,0.5036846216099348,,1.2302874315008343,0.818465428671619,0.8857202381456857,0.9818701904210668,1.1718849379592433,1.3152840224918698,1.4255363201511337,1.120332127557846
A630052C17Rik,-0.25609098739406805,0.8831343947920421,-0.1392143527805376,,0.27680028403889306,0.6982488986083663,,1.106905691727231,1.2072101433834177,0.9713774359482862,1.061054028731745,1.1365706784169403,1.044900245624924,1.1705722174584199,1.384489869133346
Gm18180,-0.010223520845564004,0.9955289395122341,-0.24006408561507522,,-1.4335588851856969,0.04670761380112491,,1.5569364032043345,0.9667342182486937,1.165605842067629,1.402510394509568,1.320901931837753,1.007240366739264,0.6265954044752932,0.5766956501609962
Mok,-0.6064539415789694,0.6467730352206185,-0.24873605649819988,,0.443618151331271,0.517438626632245,,1.2768297771776358,1.0450843776098266,0.9713774359482862,0.7386276809685188,1.206355389376404,0.867104434090237,1.1173107352723766,1.633303609154565
Calml4,-0.01925482116187204,0.9917972532959999,-0.430976642770885,,0.6695707404457955,0.28684557100458624,,1.1324406392041064,1.0450843776098266,1.1100326434019023,1.0416617756758393,1.0443073122641444,0.7118774154075513,1.1705722174584199,1.6832168080141683
Gm13268,0.14789004471430317,0.9393270076476271,-0.0893419351777159,,0.8972325232006835,0.12881849095930356,,0.9434079487149591,1.0640246609959734,0.9504351890355596,1.1899574385788665,1.1003702604320011,0.8244315672914428,1.2715361026885739,1.6708994656483167
9530053A07Rik,0.3274837927394798,0.8154265458361799,0.5213331103670342,,-1.8315018136685361,0.015369344155062165,1.0,1.1197296591297285,1.1727238892727339,1.2014999025427855,1.4474127734033422,1.484327338822861,1.4477053449471475,0.4074618899853472,0.40884180655893027
Galnt2,-0.8990395757740858,0.36563580738149554,-0.37014110503027103,,-0.6160686907805016,0.3377036361888716,,1.2653341969633058,1.4992801492160925,1.1287959068585007,0.6128702634069619,0.9043438571178243,1.4049013375283252,0.9848087917172587,1.0267731438473944
Gm10575,0.18784962842527403,0.9086707708605826,-0.10086808343183047,,-0.6947688158143426,0.34396807902442095,,1.0939667102893218,1.3218065663324001,1.2191175043395723,1.402510394509568,1.3050845126569268,1.007240366739264,0.9446030689520702,0.7030453293730986
Gm13552,0.10850332776675177,0.9549990748975041,0.0036696738117668794,,-0.8115095506672914,0.2825979431750888,,1.418490241054383,0.9259034758109528,1.3686838346832422,1.136116977436367,1.1543358582054681,1.268297479845787,0.7483723743803649,0.796717387345645
Gm9790,-1.0800806055131804,0.17586896804454943,-0.3179449218052882,,-0.9490002842088306,0.1276323080510812,,1.5283673717031094,1.2899829276680446,0.8409057814806314,0.831892807869436,1.1892231119455863,1.284130302676528,0.794343704403701,0.9472961981619625
Immp2l,-0.1298407831502465,0.9458469212480672,0.15571632428787435,,0.21080913528788287,0.7899922611654697,,1.0809106330838163,1.1373930436684592,0.9504351890355596,1.1177141961158195,1.1892231119455863,1.2197289853023177,1.3658940335325738,0.9875818921896857
Ntf5,-0.40368549541321647,0.8221031052207054,0.0655044058231951,,0.450567436260558,0.4981634666901674,,1.1943680480407508,1.0064411145164918,0.593221891212118,1.154287969459663,0.9457379324273155,1.3306121847493146,1.335122035979157,1.3228451954410636
Fbxo48,0.6497270210168707,0.5001564453662616,-0.011310880779468712,,-0.9881372768336957,0.22768899151684283,,1.242064537747133,0.9867242673105788,1.6670880278308375,1.324420507576288,1.2729197135098722,0.968571010348329,0.4074618899853472,0.8631843563146446
Kifc2,0.535919521297474,0.7815224403009993,0.9185897696338838,,2.4770821778881276,1.912148481645617e-06,2.0,0.6033349615073071,0.576125599861226,0.7468712037023376,0.831892807869436,0.9457379324273155,1.007240366739264,1.6039240024394616,2.1327091883014675
Gm7476,0.20938961260936229,0.9148138803547804,0.2642748919515068,,0.7865579175481338,0.23649335754432455,,1.106905691727231,0.7959832184256596,1.071757767431685,1.061054028731745,1.2232866030957088,0.9880352441949963,1.1352839293695902,1.5683811562208458
Ptchd4,0.484761679388231,0.6463644002952114,-0.3082194533346418,,-1.0869620533691176,0.12436020211488731,,1.242064537747133,1.155166618005058,1.3686838346832422,1.6010410951285319,0.9859773731945949,1.099608603898469,0.700887821690854,0.6285707641283865
1500004A13Rik,0.16905391412930867,0.9350304712345615,0.2951214848086492,,1.2194767166083818,0.026092717039469287,,0.8541411999702515,0.9464632897085882,0.9504351890355596,1.0020773094811355,0.9859773731945949,1.1173932169097673,1.4544576191922822,1.6459447330910506
Sorl1,-0.22600182927519158,0.9123356561109781,0.12066236024599891,,0.7479750015294032,0.24568669810701865,,1.2184133937596202,0.7959832184256596,0.9291844597780122,0.8980865786373373,1.289091750259698,0.8879766892143373,1.5243217017473436,1.3070134870200896
Prox1,0.07238254134340165,0.9660461015661056,-0.3057105637364274,,-0.8108684707004691,0.23357970998778577,,1.182193399848803,1.3374589563006443,1.2191175043395723,1.371779775360065,1.025124849368143,1.16946829340507,0.8167914621523765,0.81921501235162
Rpl21-ps7,-0.15618762185967505,0.9362196707604536,0.29328080514636024,,-0.5497155491019433,0.49358160592641936,,0.9434079487149591,1.3984236571128905,0.9076160241555518,1.2587549464877297,1.4123289351296446,1.3152840224918698,1.0239243544325454,0.7030453293730986
Rep15,0.23382642160968525,0.8948974386997324,-0.16597525623174458,,0.6012603607415773,0.3420874958521891,,1.0544385771636025,1.0258921269355212,1.2707151240961225,1.0416617756758393,0.9043438571178243,1.02619318611962,1.3194863531361294,1.3693238756104968
Foxl1,0.6867030854498909,0.4289550931049297,0.10178284644390556,,-1.2371773423139518,0.14712295952420387,,0.9999911219586226,1.2408912453133263,1.5605582897627823,1.4909596936965603,1.206355389376404,1.16946829340507,0.794343704403701,0.28500329933666846
4933407K13Rik,0.6652667113929212,0.5358371987895074,0.23295917427004437,,0.6432854723345012,0.36646783198501315,,0.9289084722843781,0.9464632897085882,1.1836644993566867,1.3872269068959313,1.0443073122641444,1.081602014431796,0.9848087917172587,1.4722829368576476
4930577N17Rik,0.42619763254635457,0.7359101237283151,-0.41129697052750686,,0.3522083522514236,0.6249419321855044,,0.986052017195588,1.1727238892727339,1.304116034308012,1.324420507576288,0.9859773731945949,0.7804579249913826,1.2876972459937057,1.1910424977803493
Gm43096,0.3222638418782072,0.8749903253583549,0.038665458993036306,,-0.17346709335045526,0.8674178441459243,,0.6394039276330387,1.4992801492160925,0.8857202381456857,1.6272973303813116,1.289091750259698,1.007240366739264,0.700887821690854,1.258448488321866
Zfp941,0.24519999075249888,0.8680328389580984,-0.01788277771654371,,-1.7806822738140498,0.017783957550696648,,1.2184133937596202,1.2738039347800247,1.518490316788841,1.2418606867859265,1.206355389376404,1.284130302676528,0.6265954044752932,0.28500329933666846
Veph1,0.02415565028333507,0.9914469759684978,0.008063858637239575,,1.6892865228571514,0.0007942083396516569,2.0,0.7589846366482328,0.9259034758109528,1.0123714213511656,0.6644959517416525,0.9043438571178243,0.8026122803667625,1.6167742804407532,1.9408694683070422
Dennd6b,0.025052974323098207,0.9914469759684978,0.4803867912530871,,0.9764567084587529,0.13506624461095249,,0.6745930814210509,1.1727238892727339,1.0123714213511656,0.8763577046305857,1.320901931837753,1.0633678372562776,1.238660347353342,1.633303609154565
Rpl27-ps1,0.2163288968815202,0.9030566037011745,0.5518374772938054,,-0.7693208115790283,0.4401669207145014,,0.9142617914878625,1.2738039347800247,1.3205309115729014,1.099073635596844,1.484327338822861,1.3756431037126489,1.0620073181845207,0.2523083719563046
Gm14418,1.3181630425619526,0.06769109647816571,0.5892422767815738,,0.4376135990262794,0.613155020415086,,0.6394039276330387,1.0064411145164918,1.3843841561962118,1.6909204663555575,0.9457379324273155,1.284130302676528,1.0239243544325454,0.9875818921896857
Spata6l,-0.7381425958319933,0.5453827152650854,-0.552879068648587,,0.2592838638088342,0.7345069251810306,,1.0274716908699895,1.4569162534983746,0.6462774621418754,1.061054028731745,0.9251893504969625,1.007240366739264,1.0430914926306571,1.6459447330910506
Kcnq4,0.08158107788180595,,0.8338638978835256,,3.2718431157168997,7.587891383862038e-12,2.0,0.44930264974260575,0.4665118340929203,0.48087224976099147,0.4750948501215132,0.9043438571178243,0.5640860994076925,2.0357393804392725,2.2696999773631314
Dmbx1,0.374285766051383,0.7954391300746295,0.037860791260130235,,0.0514860634738955,0.95387848585189,,0.8845146443775547,1.25744144404973,1.236522560104383,1.324420507576288,0.9043438571178243,1.284130302676528,1.1173107352723766,1.0267731438473944
1190007I07Rik,-0.19885087503898982,0.9151204382337036,0.1715061750083339,,0.27919170427363776,0.7078293662935923,,1.1197296591297285,1.0640246609959734,0.9713774359482862,1.0020773094811355,1.3365478110362226,1.044900245624924,1.0991108021868419,1.3228451954410636
Pik3c2b,-0.12023775930935186,0.947879334990005,-0.5918587114845621,,0.3326788758930465,0.6314359159187429,,1.2064408156830706,1.1193977700677886,1.1100326434019023,1.0801890707489268,0.9659979423440527,0.7804579249913826,1.4400694405949628,1.1910424977803493
Gm41442,-0.4800915213106658,0.7619868024101033,-0.41748117002707225,,1.0833391828442707,0.03731040443732868,,0.9289084722843781,1.155166618005058,0.7223726606810549,0.8980865786373373,0.5756292432045956,1.081602014431796,1.6670604987050939,1.6459447330910506
Gm527,-0.9202876442014568,0.3706888294701366,0.07899117505652015,,0.1774633130492503,0.811230078338355,,1.106905691727231,1.2738039347800247,0.7946545014098686,0.6896321574246876,1.1718849379592433,1.3152840224918698,1.3194863531361294,1.1910424977803493
Kbtbd11,-0.5056563625399149,0.7524828462306971,0.6242363780547235,,0.1269967081869314,0.8895177944637643,,1.2537462822571315,0.818465428671619,0.8409057814806314,0.7860137707538416,1.3365478110362226,1.5163386895919255,1.2715361026885739,0.884676505473085
Hsd17b1,0.9703203315564989,0.21145999909941887,0.06138695153600706,,0.497648392333016,0.5246085115391405,,0.9719769198687938,0.8624053307935963,1.4604207489714933,1.4474127734033422,1.1003702604320011,0.8026122803667625,0.9032446736983709,1.3539967578545924
Gm11488,-0.11015556574976845,0.9520525046509535,-0.32032369503848174,,-0.41012483428752744,0.5835615853654309,,1.3656386066466142,1.0640246609959734,1.2191175043395723,1.099073635596844,0.7493284735598995,1.3152840224918698,1.004499135773672,0.9472961981619625
Wdr66,0.24480415217444185,0.8984805151250161,0.5751158729533643,,0.8425104781789798,0.2113668781806041,,0.8994648866898854,0.9259034758109528,1.1100326434019023,0.9405865091825644,1.1543358582054681,1.284130302676528,1.5646718006298068,1.045976626716136
Gm45640,0.1610519876897779,0.9223090988941726,-0.2569857515006446,,-0.48121739303102334,0.5260921217964502,,1.1943680480407508,1.1900700590168014,1.165605842067629,1.3872269068959313,1.0443073122641444,1.081602014431796,0.7483723743803649,1.0649278492185699
Rdh5,0.9821643959487399,0.28589632449484825,0.8086474072679058,,0.9731709315563193,0.15511875152553448,,0.6745930814210509,0.9050464234356821,1.304116034308012,1.2587549464877297,1.4123289351296446,0.9488405777218383,1.0991108021868419,1.384489869133346
Abcg4,0.3172991962579065,0.8700597745375074,0.1861745005403184,,1.6584218206164287,0.0011052401355441087,,0.7914058811794521,0.818465428671619,0.8857202381456857,1.0020773094811355,0.8399368791669507,0.9488405777218383,1.6670604987050939,1.7432737972242318
Bdh1,-0.20528377942753745,0.9096477638494288,0.34858635910079483,,-1.8728928779207104,0.009299135437368523,1.0,1.3219174412311536,1.1373930436684592,1.3205309115729014,0.8763577046305857,1.3974878154863444,1.5163386895919255,0.46544382692037634,0.40884180655893027
Cd59b,0.18158074340323177,0.9209758409383683,-0.17399979780347882,,0.12800192578717784,0.8785895585021096,,1.0939667102893218,1.1193977700677886,0.9291844597780122,1.4326000548291946,0.9659979423440527,1.081602014431796,0.9240720712427452,1.3385050554865483
Gm10284,-0.11700240693728044,0.9463898453564679,-0.20245722969365387,,-0.8315679946335287,0.22231715835947016,,1.288234482749588,1.22414898182716,1.1100326434019023,1.2587549464877297,1.1892231119455863,1.1173932169097673,0.8388952864048638,0.7738633656093383
Fendrr,-0.25844288296505874,0.9010922071267811,0.09521247651307231,,1.3056990990239297,0.011687611914880922,,0.9577631502743119,0.8838834118456494,0.8634870118310914,0.7386276809685188,1.025124849368143,0.9288365640052572,1.6421364739669293,1.6459447330910506
3110001I22Rik,0.36525992163923104,0.7995539521365064,0.14304940540104027,,-0.1382477561371222,0.874440052265032,,1.1699151369485203,0.9464632897085882,1.1836644993566867,1.3403802950000783,1.1003702604320011,1.2031692156276421,0.9240720712427452,1.0073105942177416
Ces1a,-1.5273600882856917,0.03250312719605295,-0.9300022190354343,,-0.3557987168745236,0.5803556788302745,,1.343943639948062,1.56723423680465,0.593221891212118,0.7625152697974801,0.9251893504969625,0.968571010348329,1.238660347353342,1.1736871532837336
Gprin2,-2.144326551480748,,0.5668527672522052,,2.8059204984785313,2.39721639733256e-09,3.0,0.6918709404206216,0.4665118340929203,0.22593795166353176,0.07822131706469504,0.9457379324273155,0.6642762345962472,2.016473658587891,2.253270798866053
H4c8,-0.1570440767638723,0.925744604595712,-0.3656937271501433,,-0.4388056820317088,0.5411427795245247,,1.2768297771776358,1.2072101433834177,1.1100326434019023,1.1899574385788665,0.9457379324273155,1.1523179434630555,1.0239243544325454,0.926723493750931
Gm17354,0.285801757664409,0.8509562460791724,-0.13973645939096155,,-0.1770474178088205,0.8378929820988277,,1.2302874315008343,0.9867242673105788,1.352810770707468,1.1899574385788665,0.9457379324273155,1.1523179434630555,0.8167914621523765,1.1561204825293478
Gm19522,-0.45610233434380626,0.8244396663808539,-0.2604998796067716,,1.7299737168923595,0.0006854700947849752,2.0,1.0274716908699895,0.6531947552275787,0.593221891212118,0.7386276809685188,0.8399368791669507,0.6642762345962472,1.7275494204864876,1.961242848780354
C920006O11Rik,0.007167424814344502,0.9974447872254232,-0.845415234814563,,1.2137522308946416,0.019890039080171656,2.0,0.986052017195588,0.9867242673105788,0.8857202381456857,1.0801890707489268,0.8617269223982819,0.3700376031429181,1.808187003618131,1.5142540480545401
Zfp184,-0.22345340873738004,0.9038588525980097,0.058937690943441395,,0.12348605673623261,0.8805804401315172,,0.9577631502743119,1.2899829276680446,1.0522326803399076,0.9613760147744006,1.206355389376404,1.1349612597226435,1.1705722174584199,1.1561204825293478
Cox17,-0.46607496633475015,0.7739840276145653,0.27404084460506617,,0.6352865621799509,0.39657481679233636,,0.9577631502743119,1.1193977700677886,0.9291844597780122,0.6896321574246876,1.1003702604320011,1.284130302676528,0.8606655574785473,1.7432737972242318
9530077C05Rik,-0.21073057827976416,0.9009544994089569,-0.27857738437496166,,-0.3132086566848607,0.6803799631206244,,1.1450406055550852,1.3059824928003945,1.071757767431685,1.136116977436367,1.1892231119455863,0.968571010348329,0.9032446736983709,1.1383372756122505
Dzank1,-0.002277701820185179,0.9987718236538652,0.14377274848424562,,1.472405208023471,0.004190735201709453,,0.8231145178830386,0.9050464234356821,0.8409057814806314,0.8763577046305857,1.1718849379592433,0.6642762345962472,1.6421364739669293,1.6954298778454642
Zkscan4,-0.29060438242708186,0.8942247627441716,-0.6077870165660114,,1.2655548946115316,0.016256371310222326,2.0,1.1324406392041064,0.7959832184256596,1.0522326803399076,0.5863477059974892,0.6017609230107703,0.8244315672914428,1.6295111090597962,1.766613627690454
1700030J22Rik,-0.15383715410296744,0.937149958494287,0.3841438989451598,,0.10170341579391946,0.9056554510514899,,0.986052017195588,1.155166618005058,1.0910221313373805,0.8763577046305857,1.3673395555544094,1.2197289853023177,1.2050179233548255,0.9675796573956472
Vstm5,-0.16732583609631665,0.9339001534992664,0.06355427950203259,,0.4879094522411666,0.47755722229002867,,0.8994648866898854,1.22414898182716,1.0324397158912253,0.9194930373767785,1.1718849379592433,1.044900245624924,1.2715361026885739,1.3385050554865483
Gm43672,-0.6656333656881944,0.6984783278200029,0.005809262299279385,,1.7135165849542497,0.0005175402537906657,2.0,0.9434079487149591,0.7499396342248581,0.593221891212118,0.5863477059974892,0.7953438916560572,0.9288365640052572,1.6915612378959377,1.9510921217212236
Ccnb2-ps,0.0371446890571815,0.9881396664458665,0.37461472470185625,,1.0243651070804,0.08721422227927336,,1.0274716908699895,0.7731451035420528,0.8409057814806314,1.0020773094811355,0.817812671941557,1.345779200927838,1.496780712747955,1.384489869133346
M1ap,0.22363401336358568,0.8864024456853868,-0.028305893844620133,,-1.550457168152777,0.029404977356132154,,1.1324406392041064,1.3059824928003945,1.2707151240961225,1.417633669110424,1.289091750259698,1.1349612597226435,0.46544382692037634,0.5766956501609962
Bfsp1,0.4803599609599715,0.7296671824297657,-0.04666267068000436,,0.7659722456073281,0.25529652698271227,,1.0274716908699895,0.8624053307935963,1.3367611207507062,1.0416617756758393,0.817812671941557,1.044900245624924,1.0620073181845207,1.5683811562208458
Gm4754,0.03323456365799322,0.9880217451471032,0.18510039865993808,,-0.24498224456923945,0.7863388571831299,,1.182193399848803,1.0258921269355212,1.0123714213511656,1.2247662452957753,1.256564337568925,1.1864171577048674,0.6265954044752932,1.225139127379783
Gm20633,-0.14687689876065263,0.9465330082751203,0.6484225601705927,,0.5838753804720845,0.417744216011763,,1.106905691727231,0.7731451035420528,0.9291844597780122,0.831892807869436,1.1718849379592433,1.4477053449471475,1.3036793550480186,1.1561204825293478
F830016B08Rik,0.07960147808162911,,0.05679884487420806,,2.4893308074659912,7.64440824288868e-07,2.0,0.5090083686590287,0.7731451035420528,0.7468712037023376,0.5863477059974892,0.6274276856885833,0.7118774154075513,1.7510522861793725,2.2198402808561943
Map4k1,0.11828771070615891,0.9576236639703417,0.2555908246226571,,0.7177793777387241,0.2580169234254209,,0.9142617914878625,1.0258921269355212,0.7468712037023376,1.2587549464877297,1.256564337568925,0.9488405777218383,1.2715361026885739,1.384489869133346
Brinp1,0.8196127167346917,0.33999711479869976,-0.21267845637697622,,0.09075702889433795,0.9190104795132952,,1.0137968369306154,0.9867242673105788,1.628055361356272,1.2754536585808525,0.9859773731945949,0.8244315672914428,1.0806783361369106,0.9472961981619625
Sh2d3c,-0.6216637290263963,0.6797540280165332,0.41203094017935876,,0.7479256420431083,0.22722294043165928,,1.0809106330838163,0.9050464234356821,0.6462774621418754,0.7860137707538416,1.2729197135098722,1.1864171577048674,1.4400694405949628,1.3228451954410636
Gm5446,-0.17123561524503206,0.9309042622334912,0.19855361328908322,,0.23571350543778752,0.762705706203082,,0.9434079487149591,1.2072101433834177,0.8857202381456857,1.0801890707489268,1.0632380631243608,1.3152840224918698,1.2050179233548255,1.1383372756122505
Pilra,-0.36169497371697856,0.727249281349634,-2.4024338501857416,,-4.2592719800689895,1.6744782829433974e-08,4.0,1.734176090486095,1.5935442787195133,1.489747681168884,1.3561654575909194,0.46609531549635935,0.5379123497990062,0.14897762160580286,0.14952800834910762
Gm10643,0.277042726016926,0.8728954385977128,-0.07319572035626055,,0.6991552536398786,0.2733085677621979,,1.0544385771636025,0.9050464234356821,1.1473182705983962,1.099073635596844,0.9659979423440527,0.9488405777218383,1.2551918685036203,1.414351789459116
Gm3716,-0.7357753469012537,0.5698690986519115,-0.022200334020322326,,0.7939155475718632,0.16307208515140523,,1.0677353213435419,1.0450843776098266,0.6974509086503199,0.7386276809685188,1.206355389376404,0.8879766892143373,1.4400694405949628,1.5279773948812942
Gm2395,-0.09580782505582473,0.9613290051545067,0.21074725623708707,,-0.438150277462535,0.5779616564942548,,1.242064537747133,1.0064411145164918,1.165605842067629,0.9818701904210668,1.2400214177632516,1.284130302676528,0.8388952864048638,0.926723493750931
Zc3h8,-0.013327096065872047,0.9939422398260177,0.0231131606235842,,-0.5230780020197743,0.49075613844691246,,1.1575314805239105,1.1727238892727339,1.352810770707468,0.9194930373767785,1.256564337568925,1.1173932169097673,0.7483723743803649,0.9875818921896857
Cfp,-0.4030304374453281,0.8238516364460714,0.6008378472011312,,0.616048440387118,0.36116088492825815,,0.9142617914878625,1.0450843776098266,0.8857202381456857,0.6896321574246876,1.1543358582054681,1.4616957084509665,1.1352839293695902,1.414351789459116
Rpl10-ps3,0.3609004639278265,0.8221031052207054,0.31922366760823556,,0.26494099284745526,0.7453467256705639,,0.8845146443775547,1.101175196523125,1.3367611207507062,1.0020773094811355,1.256564337568925,1.081602014431796,0.9848087917172587,1.2081915401299583
Gm9922,-0.19463951961470244,0.918050701146538,-0.5925623481508328,,0.5200201984439409,0.4616261254616264,,1.2537462822571315,0.9464632897085882,1.0123714213511656,1.0020773094811355,0.8831927460463815,0.7804579249913826,1.6167742804407532,1.0836333529895346
Gm49760,0.6556645749953991,0.5193694310805559,0.3742922843211469,,-0.23323876933103713,0.7932551954099819,,0.9719769198687938,1.0064411145164918,1.2875122382201345,1.402510394509568,1.3050845126569268,1.081602014431796,0.8388952864048638,0.8631843563146446
Septin3,-0.3001490028609596,0.836787574063922,0.16143998637697404,,-2.057642152078523,0.006938878048572947,,1.2184133937596202,1.3374589563006443,1.0910221313373805,1.1177141961158195,1.2729197135098722,1.4892758882147168,0.5748528225521803,0.21885528423013553
Gm8276,-0.11996222192415779,0.949082281649981,-0.35211772252955376,,-0.3164202578361586,0.7023893525257288,,1.3656386066466142,0.9867242673105788,1.1287959068585007,1.1177141961158195,0.9457379324273155,1.081602014431796,0.7715411406123088,1.1910424977803493
Gm8066,0.08136331748442159,0.97031852933892,0.2322191567919322,,0.7047277609518342,0.2926920120984441,,1.1197296591297285,0.7731451035420528,1.0910221313373805,0.8980865786373373,0.9043438571178243,1.2522889702194115,1.2715361026885739,1.3539967578545924
Npas4,0.5151638608510785,0.6809896129379683,-0.8575987627190961,,-0.09234348206922596,0.9130451731190634,,1.1450406055550852,1.101175196523125,1.717541272427522,1.0416617756758393,0.7493284735598995,0.7118774154075513,0.9648459848670837,1.120332127557846
Odad1,-0.34445443146735555,0.8393353110898281,0.06188452550630761,,0.5004090448154425,0.45581940996695436,,0.9577631502743119,1.1727238892727339,0.9713774359482862,0.8091356561059408,1.025124849368143,1.1864171577048674,1.238660347353342,1.384489869133346
Gm7335,0.2940911837724987,0.8601508824260791,0.4617733151550217,,0.3228685514522321,0.6856517532140126,,0.986052017195588,0.9464632897085882,1.1100326434019023,1.1177141961158195,1.2729197135098722,1.16946829340507,1.1878978709326877,1.0073105942177416
Nr3c2,-0.2283808217979581,0.9265025224302379,0.4973749904305133,,1.4017623345746262,0.010097634359685588,,0.8994648866898854,0.7731451035420528,0.4212364708648209,1.0020773094811355,1.081923622404112,1.099608603898469,1.6670604987050939,1.5003989059680258
