,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,qvalue,-log(pvalue),-log(qvalue),BaseMean,log2(BaseMean),log2FC,abs(log2FC),sig
Lox,179934.87242092306,-0.04504051820020714,0.059518427654410844,-0.7567491275430095,0.4492001760550587,0.5978244318362386,0.5978244318362386,0.3475600821974776,0.22342634022540747,179934.87242092306,17.457123308633953,-0.04504051820020714,0.04504051820020714,normal
Col12a1,182439.21558149328,0.11681282581132398,0.2068954668668694,0.5645982852127411,0.572347031895974,0.705400267207157,0.705400267207157,0.24234056502356238,0.15156438015680274,182439.21558149328,17.477064254514726,0.11681282581132398,0.11681282581132398,normal
Col5a1,171340.33380725508,-0.06310691525546673,0.06487559249174771,-0.9727374014116948,0.33068383149747627,0.4813947595215156,0.4813947595215156,0.4805870390236681,0.3174986417786375,171340.33380725508,17.386513698745173,-0.06310691525546673,0.06310691525546673,normal
Col4a1,143560.58099504275,-0.9140238838047151,0.07244214325001809,-12.617294889387288,1.695457316167948e-36,6.43557389728538e-35,6.43557389728538e-35,35.77071313928965,34.19141271848597,143560.58099504275,17.131310190702525,-0.9140238838047151,0.9140238838047151,sig
Col6a3,138147.67416652222,-0.4522634556346114,0.07922705176242435,-5.708447374651772,1.1401141755213197e-08,8.464484030385555e-08,8.464484030385555e-08,7.943051654526741,7.072399510040096,138147.67416652222,17.07586219089368,-0.4522634556346114,0.4522634556346114,sig
Spp1,146804.89665753063,-0.6912979551092422,0.061643294593719894,-11.214487474517144,3.461860125510387e-29,9.536333599574611e-28,9.536333599574611e-28,28.460690483527696,27.020618564868908,146804.89665753063,17.163550391580646,-0.6912979551092422,0.6912979551092422,sig
Flna,129112.30456299873,-1.0479779216150125,0.06811954384599546,-15.3843942934245,2.0831676725162614e-53,1.3582589219591916e-51,1.3582589219591916e-51,52.68127577262646,50.86701743354628,129112.30456299873,16.97827814617467,-1.0479779216150125,1.0479779216150125,sig
Fbn1,164226.37777336873,0.7287436863502833,0.2161330712012547,3.371736135983121,0.0007469597472338667,0.002655747386273444,0.002655747386273444,3.1267028011634963,2.575813237272792,164226.37777336873,17.325335128260313,0.7287436863502833,0.7287436863502833,sig
Eef2,159632.5418245244,0.33320396039461697,0.0576261178852491,5.782169138273831,7.374350756807389e-09,5.611447140591787e-08,5.611447140591787e-08,8.132276209268133,7.250925123748061,159632.5418245244,17.28440429353896,0.33320396039461697,0.33320396039461697,sig
Vim,130366.36854032852,-0.29099627926660926,0.061681073364768545,-4.717756410393836,2.384597630826873e-06,1.3110827504410247e-05,1.3110827504410247e-05,5.622584891866568,4.882369896467236,130366.36854032852,16.99222327700916,-0.29099627926660926,0.29099627926660926,sig
Actb,122445.98449272594,-0.6576751387857375,0.05928148380254713,-11.09410724225967,1.3399111943575856e-28,3.599063789495375e-27,3.599063789495375e-27,27.87292398452961,26.44381045588103,122445.98449272594,16.901797719461946,-0.6576751387857375,0.6576751387857375,sig
Fbln2,132018.6109247003,-0.10047292345582563,0.05889408030359773,-1.7059935894726574,0.08800927314874861,0.17096762792397413,0.17096762792397413,1.0554715657457892,0.7670861138471002,132018.6109247003,17.01039272585645,-0.10047292345582563,0.10047292345582563,normal
Col4a2,111861.84107096608,-0.611677543560131,0.07514791474377434,-8.139647595621483,3.964300632182089e-16,5.723459037712891e-15,5.723459037712891e-15,15.401833418276816,14.242341421040596,111861.84107096608,16.771371351629988,-0.611677543560131,0.611677543560131,sig
Lrp1,132767.31366821274,0.4788438148609805,0.24150160610702595,1.9827769370973538,0.047392351244426194,0.10242372622592509,0.10242372622592509,1.3242917444099234,0.9895994283657086,132767.31366821274,17.018551350276088,0.4788438148609805,0.4788438148609805,normal
Aebp1,118217.39344189536,-0.07656150159283023,0.05788631014613462,-1.3226184463917268,0.18596229667951614,0.30972158459186205,0.30972158459186205,0.7305750988135298,0.5090285274733993,118217.39344189536,16.851094994410293,-0.07656150159283023,0.07656150159283023,normal
Myh9,101826.42262299487,-0.7120123652045284,0.05983591514172946,-11.89941464951327,1.1918016138859909e-32,3.8620104401876697e-31,3.8620104401876697e-31,31.923796030808106,30.413186556525094,101826.42262299487,16.635766613006997,-0.7120123652045284,0.7120123652045284,sig
Postn,147008.6999757246,1.232077861008084,0.06836318496688135,18.022534520662926,1.2966471449030474e-72,1.2333402548871928e-70,1.2333402548871928e-70,71.8871781918963,69.90891709336817,147008.6999757246,17.16555182436366,1.232077861008084,1.232077861008084,sig
Serpine1,77451.08755383678,-1.9991685891269237,0.06261764348909545,-31.926602116144295,1.1414561776833504e-223,8.389702905972625e-221,8.389702905972625e-221,222.94254075710904,220.07625341802483,77451.08755383678,16.241016503819047,-1.9991685891269237,1.9991685891269237,sig
Serpinh1,99231.91977147767,-0.24803959924566535,0.05976969901070403,-4.149922173796533,3.325883368588756e-05,0.00015217751576140405,0.00015217751576140405,4.478092984601299,3.8176495098656433,99231.91977147767,16.598531182746612,-0.24803959924566535,0.24803959924566535,sig
Igfbp5,150179.53099849215,2.141945054349361,0.06354447148756233,33.70781130453824,4.4416127655081733e-249,5.13006274416194e-246,5.13006274416194e-246,248.3524593073665,245.28987732313834,150179.53099849215,17.196338272292568,2.141945054349361,2.141945054349361,sig
Nedd4,92019.9542440138,0.17354966708725938,0.06658594030159379,2.606401085592319,0.009149924751323753,0.024787113960278957,0.024787113960278957,2.0385824775422123,1.6057740365274855,92019.9542440138,16.48967479660752,0.17354966708725938,0.17354966708725938,sig
Fstl1,88706.32979717391,0.2546846005618109,0.05856049339090196,4.349085634605992,1.3670632611184182e-05,6.622352586064956e-05,6.622352586064956e-05,4.864211387905509,4.1789877003423355,88706.32979717391,16.436765697436947,0.2546846005618109,0.2546846005618109,sig
mt-Cytb,88805.79776524546,0.5364815373304034,0.0599159077130677,8.953908199130835,3.4311418639043096e-19,5.9593516583601165e-18,5.9593516583601165e-18,18.464561325243995,17.224800986318936,88805.79776524546,16.438382492238052,0.5364815373304034,0.5364815373304034,sig
Hspg2,80303.42927400423,-0.09236545164513177,0.22780014677636365,-0.40546704184439764,0.6851342398869694,0.7919522953014723,0.7919522953014723,0.16422432787925426,0.10130097814700763,80303.42927400423,16.29319194282643,-0.09236545164513177,0.09236545164513177,normal
Cald1,78786.16245390629,-0.5076064922598464,0.0636154957120951,-7.9792900546923855,1.4717734922700883e-15,2.0340664418809683e-14,2.0340664418809683e-14,14.83215902330459,13.69163486514435,78786.16245390629,16.265672956275782,-0.5076064922598464,0.5076064922598464,sig
Itgb1,74484.32526190986,-0.49896052095021864,0.06157217546558244,-8.1036688597941,5.332612619321999e-16,7.617345057812432e-15,7.617345057812432e-15,15.27305996392661,14.118196370872461,74484.32526190986,16.18466860032891,-0.49896052095021864,0.49896052095021864,sig
Ccn2,69884.21581061851,-1.4719553387126116,0.06791638645157372,-21.67305146250908,3.6850759672291176e-104,5.899770137633151e-102,5.899770137633151e-102,103.43355355480402,101.22916490868026,69884.21581061851,16.09269966587085,-1.4719553387126116,1.4719553387126116,sig
Serpinf1,84317.20397228608,0.2939244439571432,0.05929096409816891,4.957322729151244,7.14712025573964e-07,4.213231299136347e-06,4.213231299136347e-06,6.145868910502056,5.375384698200184,84317.20397228608,16.363556516592507,0.2939244439571432,0.2939244439571432,sig
Tpm1,72485.37254205509,-0.7389112000616763,0.06262132245479352,-11.799674154040712,3.9182573714133815e-32,1.2423180724657721e-30,1.2423180724657721e-30,31.406907040696165,29.9057671968877,72485.37254205509,16.145422173105313,-0.7389112000616763,0.7389112000616763,sig
Csf1,69602.91798942396,-0.12179016452814259,0.05833481229710948,-2.087778459075926,0.0368178235467069,0.08261784717599925,0.08261784717599925,1.4339418880099708,1.0829261258901195,69602.91798942396,16.086880896899622,-0.12179016452814259,0.12179016452814259,normal
Col6a1,83916.82082460006,0.32464618313985794,0.0581327361497146,5.5845673994041265,2.342826476059229e-08,1.6762612441538818e-07,1.6762612441538818e-07,7.630259876695702,6.775658295936702,83916.82082460006,16.356689594090433,0.32464618313985794,0.32464618313985794,sig
Calu,71522.79546591826,-0.178612619194826,0.06681796751057638,-2.6731226023382715,0.007514878000166951,0.02087179272804871,0.02087179272804871,2.124078065547381,1.680440246743772,71522.79546591826,16.12613567583815,-0.178612619194826,0.178612619194826,sig
Tnc,57677.11274416614,-0.93284222500867,0.058854540106234664,-15.849962013548225,1.4066586455214825e-56,9.804168231932058e-55,9.804168231932058e-55,55.85181128021464,54.00858924519914,57677.11274416614,15.815736339218745,-0.93284222500867,0.93284222500867,sig
Ccdc80,71392.41298758311,-0.4487571938934691,0.06138030569313113,-7.31109415024774,2.649757810178011e-13,3.0258886857753133e-12,3.0258886857753133e-12,12.576793819085818,11.519147052533167,71392.41298758311,16.12350335172361,-0.4487571938934691,0.4487571938934691,sig
mt-Nd5,73970.05351492765,0.6101402756471926,0.0641706102455004,9.508095268425086,1.9418539097738564e-21,3.8199242969639e-20,3.8199242969639e-20,20.711783446191976,19.417945243825628,73970.05351492765,16.174673202718274,0.6101402756471926,0.6101402756471926,sig
Fth1,96591.95341672159,1.5302780539475034,0.06571466244101613,23.2867064533892,6.0457331101717424e-120,1.237462080904773e-117,1.237462080904773e-117,119.21855102873248,116.90746810011652,96591.95341672159,16.559630325944287,1.5302780539475034,1.5302780539475034,sig
Rplp0,69666.50873077482,0.0490540030969039,0.05823637993380733,0.842325761880455,0.3996056347669027,0.5501126438090257,0.5501126438090257,0.3983683964948061,0.25954837309534334,69666.50873077482,16.088198353835754,0.0490540030969039,0.0490540030969039,normal
Calr,63258.83924011363,-0.4071872629484825,0.05998131233447132,-6.788568757514022,1.1325140378583574e-11,1.1207314560691334e-10,1.1207314560691334e-10,10.945956406068651,9.950498438358647,63258.83924011363,15.949002269141943,-0.4071872629484825,0.4071872629484825,sig
Hsp90ab1,62984.34869237538,-0.21616991948769146,0.060659516666996816,-3.5636604339332565,0.00036571899756390427,0.0013778369502815313,0.0013778369502815313,3.436852479304069,2.860802172691581,62984.34869237538,15.942728655351026,-0.21616991948769146,0.21616991948769146,sig
P4hb,63508.2591685995,-0.14838201680591487,0.05990742950788515,-2.4768550082153746,0.013254573494111889,0.03446316986650414,0.03446316986650414,1.8776342424411727,1.4626447793482948,63508.2591685995,15.954679320769921,-0.14838201680591487,0.14838201680591487,sig
mt-Nd1,61444.145250594745,0.1998851343705273,0.058705921123661846,3.4048547496508346,0.0006619925472592719,0.0023782313906204012,0.0023782313906204012,3.179146899838839,2.6237458928709163,61444.145250594745,15.907011408055073,0.1998851343705273,0.1998851343705273,sig
Igfbp4,88121.42032282407,1.7456345384349377,0.059362570210249946,29.406316678207514,4.559821228425913e-190,1.992765115233703e-187,1.992765115233703e-187,189.34105218387725,186.70054388803786,88121.42032282407,16.427221499415566,1.7456345384349377,1.7456345384349377,sig
Tpt1,64779.64077883257,0.1820405200059503,0.06615125710345468,2.751883002332898,0.005925368606924865,0.016970104564997354,0.016970104564997354,2.2272846277694898,1.7703154816739892,64779.64077883257,15.983275118196163,0.1820405200059503,0.1820405200059503,sig
Hspa8,61053.617332062546,-0.24892847617850256,0.060130653270128835,-4.1397933107466,3.476188810018828e-05,0.00015847187216804187,0.00015847187216804187,4.45889664277505,3.8000478113405918,61053.617332062546,15.897812784511087,-0.24892847617850256,0.24892847617850256,sig
Fat1,64103.0795397787,0.12298376848756166,0.31455172458077424,0.39098106567837454,0.6958112315292916,0.7996068235255948,0.7996068235255948,0.15750856530986318,0.09712350844227913,64103.0795397787,15.968128551440708,0.12298376848756166,0.12298376848756166,normal
Psap,63701.85727449199,-0.01406343200232295,0.058734721847698956,-0.23943983320104736,0.8107645456909928,0.881704398669941,0.881704398669941,0.09110525103406264,0.0546769925826621,63701.85727449199,15.959070462914736,-0.01406343200232295,0.01406343200232295,normal
Col6a2,64864.43326522778,0.26319801698300066,0.06006930126523513,4.381572807395472,1.1782565693654868e-05,5.785729950391716e-05,5.785729950391716e-05,4.928760130154172,4.23764184095968,64864.43326522778,15.985162251577893,0.26319801698300066,0.26319801698300066,sig
Ltbp2,54478.90843567636,-0.27449102064191677,0.05962239824699586,-4.603823876805346,4.148032959244787e-06,2.2121930392806137e-05,2.2121930392806137e-05,5.382157801472661,4.655176978526276,54478.90843567636,15.733436658165465,-0.27449102064191677,0.27449102064191677,sig
Ahnak,61749.65233361751,0.18053261383754043,0.24200575642429098,0.7459847918700984,0.4556766020104731,0.604156334413689,0.604156334413689,0.34134327090981154,0.21885066669675346,61749.65233361751,15.914166756951282,0.18053261383754043,0.18053261383754043,normal
Timp2,62340.908318211004,0.2910431546649033,0.06486972337681005,4.486579247059761,7.237580460428452e-06,3.690686724854244e-05,3.690686724854244e-05,5.140406595171125,4.432892817291813,62340.908318211004,15.92791469683358,0.2910431546649033,0.2910431546649033,sig
Pkm,53769.41428232812,-0.6584952845097128,0.06685772557427239,-9.849202599304535,6.908992870681024e-23,1.4603714342341456e-21,1.4603714342341456e-21,22.160585255459903,20.835536670707118,53769.41428232812,15.714524966668835,-0.6584952845097128,0.6584952845097128,sig
App,62007.222023047565,0.40444597910001534,0.05992323376734118,6.749401754089628,1.4845599318338476e-11,1.4566343505918275e-10,1.4566343505918275e-10,10.828402265202092,9.836649452656788,62007.222023047565,15.920171902878405,0.40444597910001534,0.40444597910001534,sig
Mmp2,74851.9820616619,1.4198769910078397,0.05998555711887525,23.670314309059847,7.2926851849797245e-124,1.6153797183715364e-121,1.6153797183715364e-121,123.13711253391776,120.79172537413181,74851.9820616619,16.191772172384542,1.4198769910078397,1.4198769910078397,sig
Lgals1,46784.1975059549,-0.6599401221399294,0.05996851906850651,-11.004776045678742,3.624152917198157e-28,9.638577741956283e-27,9.638577741956283e-27,27.440793486024404,26.015987045390737,46784.1975059549,15.513764523401827,-0.6599401221399294,0.6599401221399294,sig
Pabpc1,52007.02200831649,-0.1847614919133799,0.06001906173928228,-3.0783802105399145,0.0020812918611202154,0.0066748293126366294,0.0066748293126366294,2.6816670140766026,2.1755598355106285,52007.02200831649,15.666446549322488,-0.1847614919133799,0.1847614919133799,sig
Ecm1,54093.866261338044,-0.07753972914479712,0.06553825374355833,-1.1831216841418877,0.23676092514996516,0.3736870824475292,0.3736870824475292,0.6256899716789819,0.42749191450979457,54093.866261338044,15.723204064715373,-0.07753972914479712,0.07753972914479712,normal
Eif4g2,49853.79869640349,-0.224491399337242,0.06470040236452697,-3.4697063871788685,0.00052102759529186,0.0019113013193896046,0.0019113013193896046,3.2831392744632253,2.7186708404005526,49853.79869640349,15.605444755232286,-0.224491399337242,0.224491399337242,sig
Rpl4,53195.89008724769,0.08981906561858617,0.051202913177437595,1.7541788161022969,0.0793998718826637,0.15720532978360133,0.15720532978360133,1.1001801983373507,0.8035327340194518,53195.89008724769,15.699054287177255,0.08981906561858617,0.08981906561858617,normal
Timp3,41117.91789838572,-0.18802426416893173,0.06598601172816847,-2.849456411208846,0.0043794006181749985,0.012967388389652027,0.012967388389652027,2.358585324662964,1.887147481292106,41117.91789838572,15.327514678050736,-0.18802426416893173,0.18802426416893173,sig
Hspa5,43666.011977630806,-0.7926649059153389,0.06239997818589493,-12.702967676589912,5.69292191028888e-37,2.202261896874909e-35,2.202261896874909e-35,36.24466477335747,34.65713103522611,43666.011977630806,15.414256194099277,-0.7926649059153389,0.7926649059153389,sig
Rpsa,50237.9213753981,-0.07621624524654307,0.05913311228645763,-1.2888928436123888,0.19743534233803406,0.3253780021526656,0.3253780021526656,0.7045751028897105,0.4876118117760723,50237.9213753981,15.6165178695937,-0.07621624524654307,0.07621624524654307,normal
Actg1,43698.69440204333,-0.668056268812946,0.07257548624262604,-9.204985090689945,3.417186626688435e-20,6.358562457255695e-19,6.358562457255695e-19,19.466331301936485,18.19664105847875,43698.69440204333,15.415335570346302,-0.668056268812946,0.668056268812946,sig
Hdlbp,45459.530104591846,-0.4644148423837738,0.05980007834105295,-7.7661243140036404,8.09241307277923e-15,1.0569815782458817e-13,1.0569815782458817e-13,14.091921957012207,12.975932581789905,45459.530104591846,15.472326886732198,-0.4644148423837738,0.4644148423837738,sig
Tubb5,42425.69711349215,-0.827161336939364,0.0599295367027702,-13.802231461287587,2.470841002078456e-43,1.1962125450182226e-41,1.1962125450182226e-41,42.607155200426185,40.92219164733135,42425.69711349215,15.372684749824133,-0.827161336939364,0.827161336939364,sig
Msn,38983.70853599839,-1.0143934518519637,0.06036221958527498,-16.80510522677034,2.239148862637043e-63,1.783597887135024e-61,1.783597887135024e-61,62.64991703278419,60.748703050791,38983.70853599839,15.250620728002955,-1.0143934518519637,1.0143934518519637,sig
Tpm4,40665.58997539953,-1.059524286360844,0.06412549686366265,-16.522667865069344,2.5200010360727747e-61,1.9404007977760365e-59,1.9404007977760365e-59,60.59859928066266,58.71210855549018,40665.58997539953,15.31155640079361,-1.059524286360844,1.059524286360844,sig
Pdgfrb,44303.40728828408,-0.12164608335667565,0.0601934451083224,-2.020919107350723,0.043288139605444836,0.09469280538691058,0.09469280538691058,1.3636310784615269,1.023683016767176,44303.40728828408,15.435162601053975,-0.12164608335667565,0.12164608335667565,normal
Thy1,43236.36149087922,-0.1628716100548275,0.05936057388851478,-2.743767443365979,0.006073854989506992,0.01733441662118443,0.01733441662118443,2.216535580874899,1.7610907696674472,43236.36149087922,15.399990866540444,-0.1628716100548275,0.1628716100548275,sig
Pdia3,41647.15261824321,-0.2757649406754859,0.06031942113154204,-4.5717438181992724,4.8368205676850995e-06,2.5451151506497907e-05,2.5451151506497907e-05,5.315440023405352,4.594292563755329,41647.15261824321,15.345964883120862,-0.2757649406754859,0.2757649406754859,sig
Itga11,47666.13573579958,0.6234979075983289,0.06325012861885565,9.857654382894905,6.351581927322389e-23,1.3443073267644377e-21,1.3443073267644377e-21,22.1971180956931,20.87150143436239,47666.13573579958,15.540707317650416,0.6234979075983289,0.6234979075983289,sig
Fmod,45884.8893130872,0.7387709400421129,0.061848715663517066,11.94480648654592,6.911102159149961e-33,2.2713927218181883e-31,2.2713927218181883e-31,32.160452687290444,30.643707770151405,45884.8893130872,15.485762948268338,0.7387709400421129,0.7387709400421129,sig
Eno1,40420.179283205485,-0.5971477766529948,0.07102730363296048,-8.407298969686444,4.1956063045971374e-17,6.44282563583435e-16,6.44282563583435e-16,16.37720527066025,15.190923621939339,40420.179283205485,15.302823792341165,-0.5971477766529948,0.5971477766529948,sig
Itga5,31180.572068885398,-1.6885962717846656,0.06147840932687877,-27.466492550359465,4.4146987028259154e-166,1.6601320470859315e-163,1.6601320470859315e-163,165.35509893108193,162.77985736675512,31180.572068885398,14.928406045199358,-1.6885962717846656,1.6885962717846656,sig
Actn1,34258.99429740506,-1.4425433413897073,0.060855233382827154,-23.70450758630697,3.239707945054935e-124,7.275844093269208e-122,7.275844093269208e-122,123.48949413904278,121.13811661556764,34258.99429740506,15.064237290833995,-1.4425433413897073,1.4425433413897073,sig
Ccnd2,35942.74522041388,-0.15274836979979517,0.08241855648614016,-1.8533249830149834,0.0638357924074579,0.13130959969833284,0.13130959969833284,1.1949357462570156,0.881703522626329,35942.74522041388,15.133453120323011,-0.15274836979979517,0.15274836979979517,normal
Gas6,59831.34133774035,2.102409006265327,0.06265856848735574,33.553415869843654,8.027261278662039e-247,8.653387658397678e-244,8.653387658397678e-244,246.09543260097809,243.06281384012735,59831.34133774035,15.868637898672286,2.102409006265327,2.102409006265327,sig
Cxcl12,61045.20724142407,2.213415591432848,0.07510515253063041,29.470888705407297,6.798961245372652e-191,3.1411200953621655e-188,3.1411200953621655e-188,190.1675574343324,187.50291545877627,61045.20724142407,15.897614043902756,2.213415591432848,2.213415591432848,sig
Lamp1,37657.66778040573,-0.5014692556129872,0.039233927098072725,-12.781520808749748,2.079628638439049e-37,8.242057618519466e-36,8.242057618519466e-36,36.68201421055448,35.083964353737954,37657.66778040573,15.200694343373128,-0.5014692556129872,0.5014692556129872,sig
Hsp90b1,35479.235064454144,-0.46578240227104317,0.06574431319672788,-7.084755770088802,1.392897309257319e-12,1.4965547834346077e-11,1.4965547834346077e-11,11.856080900565866,10.824907380589329,35479.235064454144,15.114727947395835,-0.46578240227104317,0.46578240227104317,sig
Actg2,30243.916171571087,-2.7426869618344076,0.06231997047309175,-44.009760290541756,0.0,0.0,0.0,inf,inf,30243.916171571087,14.884405041591405,-2.7426869618344076,2.7426869618344076,sig
Rplp1,39008.20773481493,0.13351876542458538,0.06176697207522834,2.161653079933525,0.03064492677001054,0.0709011970054472,0.0709011970054472,1.5136414121130894,1.1493464326805127,39008.20773481493,15.251527077510477,0.13351876542458538,0.13351876542458538,normal
Aldoa,16.039815061703514,-0.0854597713730566,0.8659141724589726,-0.09869312004719004,0.9213819316034776,0.9520942327463998,0.9520942327463998,0.03556030856027242,0.021320065547813648,16.039815061703514,4.0908377725279275,-0.0854597713730566,0.0854597713730566,normal
mt-Nd4,39232.42702898246,0.4704948441973729,0.0683750130878022,6.881093296365411,5.939493413110678e-12,6.047960232367737e-11,6.047960232367737e-11,11.226250594963712,10.21839107314839,39232.42702898246,15.259795739480804,0.4704948441973729,0.4704948441973729,sig
Ldha,36794.87722849356,-0.5261944546565208,0.06060926832544525,-8.681748999692372,3.89728740772618e-18,6.359146052768147e-17,6.359146052768147e-17,17.409237565727203,16.196601200306077,36794.87722849356,15.167256509005403,-0.5261944546565208,0.5261944546565208,sig
Igfbp2,40757.481815015555,0.4559893658372045,0.06735368951519981,6.7700725694366115,1.2871781553266127e-11,1.2660383681040955e-10,1.2660383681040955e-10,10.890361339248999,9.89755313254663,40757.481815015555,15.314812694087038,0.4559893658372045,0.4559893658372045,sig
Flnb,28343.204089511317,-1.356861026595392,0.07971798288158337,-17.02076467001095,5.761329060328493e-65,4.8269788033943904e-63,4.8269788033943904e-63,64.23947731918354,62.31632460828491,28343.204089511317,14.790766138132208,-1.356861026595392,1.356861026595392,sig
Rack1,37288.14340750326,0.037893094896995126,0.06028979206742955,0.6285159327571503,0.529666012599059,0.6694832661398252,0.6694832661398252,0.2759978938083084,0.17426027378858072,37288.14340750326,15.186468035981433,0.037893094896995126,0.037893094896995126,normal
Actn4,32640.680243991104,-0.8991989262447271,0.06208585537424192,-14.483152737842206,1.548293755713004e-47,8.66294464701705e-46,8.66294464701705e-46,46.81014663772163,45.062334460571776,32640.680243991104,14.994427702094217,-0.8991989262447271,0.8991989262447271,sig
Mmp14,36049.18709357105,-0.1853908610250736,0.061108369414510956,-3.033804743954602,0.002414906724113356,0.007620812203144607,0.007620812203144607,2.6170996392334582,2.117998740399706,36049.18709357105,15.137719126346108,-0.1853908610250736,0.1853908610250736,sig
Gsn,42302.50060762369,0.6099347657642978,0.06000956556060698,10.16395902996983,2.8717312458638464e-24,6.503626645044594e-23,6.503626645044594e-23,23.541856206456117,22.18684439832589,42302.50060762369,15.36848943060855,0.6099347657642978,0.6099347657642978,sig
Ccn5,38326.05870798463,-0.154049016709689,0.060233742357533274,-2.557520264892233,0.010542141534638854,0.028166957801571423,0.028166957801571423,1.9770711574153101,1.5502600568600582,38326.05870798463,15.226075666750676,-0.154049016709689,0.154049016709689,sig
Il6st,49628.24757913666,1.4993581889246985,0.06369683576469659,23.538974439224884,1.6282029500884198e-122,3.4192261951856815e-120,3.4192261951856815e-120,121.78829146270843,119.46607216797452,49628.24757913666,15.598902961887951,1.4993581889246985,1.4993581889246985,sig
Ddb1,33673.47780450906,-0.36006677675734106,0.063037757442522,-5.711922367886436,1.1170704805726962e-08,8.312484892250574e-08,8.312484892250574e-08,7.951919424594195,7.080269131008318,33673.47780450906,15.0393679533087,-0.36006677675734106,0.36006677675734106,sig
Canx,33666.34564553914,-0.32691139672220854,0.06649208551650586,-4.9165459946515995,8.808450979532369e-07,5.1271653109805045e-06,5.1271653109805045e-06,6.055100458238342,5.290122679733537,33666.34564553914,15.039062362224644,-0.32691139672220854,0.32691139672220854,sig
Col8a1,37191.087489180274,0.33179375391219923,0.07240073624261142,4.582740053918432,4.589223955739745e-06,2.4248356771823106e-05,2.4248356771823106e-05,5.33826074806505,4.615317686715731,37191.087489180274,15.182708104261115,0.33179375391219923,0.33179375391219923,sig
Pcolce,41455.21571501131,0.9063928074220701,0.06648781727391001,13.632464481244762,2.56760683646373e-42,1.1930517972878885e-40,1.1930517972878885e-40,41.590471476641554,39.923340700681734,41455.21571501131,15.3393008071795,0.9063928074220701,0.9063928074220701,sig
Ctsl,35600.57871613579,-0.15656018455654006,0.06166944633552455,-2.538699369939923,0.01112653871815389,0.029508960320247406,0.029508960320247406,1.9536399164734293,1.530046091588948,35600.57871613579,15.119653597017534,-0.15656018455654006,0.15656018455654006,sig
Nid1,34078.467083793206,-0.09943178858068669,0.06936615562190909,-1.4334337500647283,0.15173391910310444,0.2640199582370815,0.2640199582370815,0.8189173247327693,0.5783632419763387,34078.467083793206,15.056615155207684,-0.09943178858068669,0.09943178858068669,normal
